date,volume,volatility,weightedAverage,close,open,high,low
2017-01-04T15:30:00.0,917746.27869115,3.9292388568922294,1084.6567802325,1085.75,1079.99999989,1095.23421286,1057.02770894
2017-01-04T19:30:00.0,1358055.0735795698,16.79985639784741,1114.52866040375,1120.0,1085.75,1135.99999998,1083.47618919
2017-01-04T23:30:00.0,925840.38095614,18.985321901972792,1116.36552187875,1136.0,1120.0,1148.0,1089.0
2017-01-05T03:30:00.0,479145.48152480996,10.727567450664287,1126.965324575,1137.74514047,1134.10000001,1140.0,1097.00000009
2017-01-05T07:30:00.0,488383.36912154,5.234262808789271,1145.20029122875,1146.62889542,1135.74514048,1159.103,1128.0
2017-01-05T11:30:00.0,1775570.84103039,22.880015309366062,1097.39690346,1088.74884984,1146.62889524,1148.79999697,1035.0
2017-01-05T15:30:00.0,4591651.94588924,39.27636134193748,980.4013439524999,994.99999999,1085.51000021,1087.24166247,882.01
2017-01-05T19:30:00.0,1286850.94837806,11.13537004227588,966.132018025,959.99999998,994.99999999,995.0,940.338
2017-01-05T23:30:00.0,1003142.5509218,18.100435090926393,977.59587482,998.8,958.956,1018.99148415,950.0
2017-01-06T03:30:00.0,706223.58722815,23.880773801391012,993.19664408375,979.81575992,998.8,1024.88,950.0
2017-01-06T07:30:00.0,577927.7749733401,12.154432771390033,970.15366418125,974.99999999,979.81575995,985.01,937.913
2017-01-06T11:30:00.0,1967951.0513846702,21.795233034098707,927.00790093875,892.43999996,974.0,975.01000003,870.0
2017-01-06T15:30:00.0,1189897.31876259,13.14137872812518,897.3154557287501,914.01000287,890.00000007,919.98291433,874.148117
2017-01-06T19:30:00.0,727664.7729311301,9.547431318143506,902.17800775,890.99999795,915.0,923.00000023,880.92005365
2017-01-06T23:30:00.0,549073.23751356,6.627044302829851,890.51958883375,896.0,886.8860016,903.75895,875.2
2017-01-07T03:30:00.0,1195683.14857019,28.36891428234917,864.4845689699999,837.76000239,896.0,898.96838814,825.0
2017-01-07T07:30:00.0,600634.80362175,4.962432068905766,835.93544198375,838.1,837.40000239,852.0,820.0
2017-01-07T11:30:00.0,927863.57307903,26.95313102903337,861.4457646574999,878.86999998,838.41599726,894.76127981,818.45971802
2017-01-07T15:30:00.0,791709.1130235799,8.66541731610651,883.6663268675,891.0,877.76263342,898.58599994,860.0
2017-01-07T19:30:00.0,603612.98693171,7.346735151577392,899.493865315,888.99999999,891.0,910.8275191,878.0
2017-01-07T23:30:00.0,326574.42484349,6.971624314209473,894.60041766125,907.19047915,888.99999999,907.99989999,884.0
2017-01-08T03:30:00.0,363461.64435102,9.96232190893816,907.77598305875,921.99999981,907.0,922.0,895.52637828
2017-01-08T07:30:00.0,623415.24281915,3.797582170561245,931.27182952125,931.99999847,921.99999982,939.65955395,917.91194132
2017-01-08T11:30:00.0,447756.31380134996,8.06412882133593,930.90267418125,912.0,931.99999892,938.0,910.000001
2017-01-08T15:30:00.0,565738.9524608899,7.692721256128704,918.0661252437501,913.15999863,913.99999985,928.965,898.00000138
2017-01-08T19:30:00.0,427706.53541778005,6.748595991462131,906.81660419875,907.94999997,912.75,918.22864384,891.1
2017-01-08T23:30:00.0,284266.88921752,2.726334998682481,913.2863597075,916.0,907.94999999,919.0,901.69999598
2017-01-09T03:30:00.0,569452.12152977,7.918690454516169,894.18832544875,890.0,916.41832969,916.41833046,880.0
2017-01-09T07:30:00.0,226727.45770600002,4.367350884671028,893.56403887,889.99999999,893.85999803,898.67291085,883.01000001
2017-01-09T11:30:00.0,235487.25633623998,7.5586752408322155,894.17281957125,906.0,889.66063704,911.0,882.52000001
2017-01-09T15:30:00.0,142027.38166122002,3.058562944009217,905.6104945925001,901.05458313,906.00999964,911.0,900.52000008
2017-01-09T19:30:00.0,208746.96342318,2.384972179927755,895.2011173687499,894.0000014,902.0,905.08458416,890.08999205
2017-01-09T23:30:00.0,178885.33753425,3.245281380546551,900.3830721425,902.0,894.7,907.98888878,894.00000141
2017-01-10T03:30:00.0,130211.18220545001,2.3319706462575267,909.9090871575,908.86999948,903.00000001,915.83230945,902.00003575
2017-01-10T07:30:00.0,117340.66902907999,1.9596605198625574,903.7997187125,903.15195191,908.86999944,908.86999944,898.0
2017-01-10T11:30:00.0,275118.98138183,2.4300122286309085,909.48986114125,906.81743258,905.00000026,915.0,901.18
2017-01-10T15:30:00.0,100894.94387938,2.5486602266565246,907.2633235149999,905.75000482,906.81743258,912.65999999,902.00500001
2017-01-10T19:30:00.0,63779.761574200005,1.065984828595281,906.2767314749999,906.15000002,906.03568146,907.99999977,904.08
2017-01-10T23:30:00.0,96567.03937473,2.233755722039248,909.47367043125,907.1,906.5,912.21672002,905.5
2017-01-11T03:30:00.0,128809.32819894,1.5617336466231606,910.9412323312499,914.0,907.92945179,914.33340002,907.10000001
2017-01-11T07:30:00.0,434028.0672695799,4.129839434487265,920.3602781012501,919.17999343,914.16670001,927.82810365,914.0
2017-01-11T11:30:00.0,1565098.85935665,31.3347696340977,876.3895957887501,844.0,918.00000004,919.22997286,831.1
2017-01-11T15:30:00.0,2186106.00692709,7.58774551931467,810.0232543674999,799.89999927,844.0,844.00000202,790.320679
2017-01-11T19:30:00.0,1569350.28551009,15.427330120114618,785.54668366125,794.99999999,799.0,817.99999978,751.0
2017-01-11T23:30:00.0,639148.78430624,4.298961668407787,787.8081439412499,781.81160101,793.81586619,805.00000001,775.03841069
2017-01-12T03:30:00.0,759938.6278435299,4.384229115369889,770.1714010537501,779.87033055,781.85160104,785.398,754.999992
2017-01-12T07:30:00.0,326275.51595757,5.380424425796944,768.00553950375,757.00000001,779.87033018,779.87033019,752.0102
2017-01-12T11:30:00.0,328058.23655812,5.971861964111493,766.86106744125,768.49999926,756.77000007,782.49899998,756.36590849
2017-01-12T15:30:00.0,531443.6493366801,10.707750226670584,779.97927371,797.49999951,768.49999892,802.86012262,766.80000272
2017-01-12T19:30:00.0,428909.90442579996,5.313831115073091,807.47457713125,819.00000001,797.00000001,819.999,796.00000002
2017-01-12T23:30:00.0,703323.41632788,7.749074795727439,818.4039946625,803.6952791,819.99,832.87989967,798.12111111
2017-01-13T03:30:00.0,245862.80439171998,8.84734889179893,806.19784163,788.00000001,805.00000361,814.1319989,788.0
2017-01-13T07:30:00.0,347690.80861695,3.8204321207769083,784.5755971337501,780.68833696,788.00000001,793.16660999,776.02899497
2017-01-13T11:30:00.0,277329.06456244,5.627249280149394,795.9324051174999,800.57700018,780.68833696,805.8585361,780.10000215
2017-01-13T15:30:00.0,315208.18592002,9.78784345095289,805.36911800625,816.30948948,802.52014563,821.85048198,792.00000028
2017-01-13T19:30:00.0,555258.57018886,2.630200482464836,823.11218242,821.3749542,817.0,830.59290797,815.00000013
2017-01-13T23:30:00.0,268364.67708168004,3.1122452751807135,824.13429609625,826.0,821.3749542,830.0,817.0
2017-01-14T03:30:00.0,260665.09113016998,6.661635917211178,829.26460563125,818.1879795,827.0,836.04000001,816.17353591
2017-01-14T07:30:00.0,53194.01818877,1.2751298741680988,822.55047062625,825.105,818.18797951,827.50199999,816.7
2017-01-14T11:30:00.0,99250.6243737,3.0506509344214825,828.8928191,834.69989999,825.105,834.6999,822.45373698
2017-01-14T15:30:00.0,236458.86429423,5.543817821342989,828.9390256162501,830.1,833.67,836.0,820.14
2017-01-14T19:30:00.0,59454.55017283,1.5205144364104886,827.9007397775,825.0,830.96749484,832.49999999,823.33
2017-01-14T23:30:00.0,401968.0640132,5.768790650938143,817.48193318125,817.47703098,825.0,830.19,801.97500223
2017-01-15T03:30:00.0,99906.23584065,2.3327601531160767,818.82923436375,816.0,817.47703099,822.7029242,812.57281779
2017-01-15T07:30:00.0,141771.24849452998,3.0700078897782896,813.5658328574999,808.69593493,816.0,817.99999999,805.0
2017-01-15T11:30:00.0,114846.46841315,3.2458556781202352,816.43014705,819.9908239,807.1460251,823.08237983,805.23447585
2017-01-15T15:30:00.0,118520.71498019001,4.114890793780458,817.1972788525,813.97999594,819.99999799,823.498,809.66
2017-01-15T19:30:00.0,143066.88445545,2.9832241954814207,812.01292855625,809.44000065,813.97999594,817.73093664,806.65297109
2017-01-15T23:30:00.0,114268.61180320001,3.2573987035935494,813.63570210125,818.7012449,809.45000065,821.7200101,807.44000067
2017-01-16T03:30:00.0,197030.17983177,4.825338180037336,824.62317931625,829.0,818.762,834.15680536,817.54469374
2017-01-16T07:30:00.0,61426.82744464,1.4350036087420344,827.0315777525,828.99,829.0,830.0,823.77539026
2017-01-16T11:30:00.0,117510.47065971,5.375545595624723,825.9318946175,818.445,828.621,830.9,816.0
2017-01-16T15:30:00.0,61474.4738269,2.2409582120985765,823.8757621175,828.93821481,818.445,828.93821481,817.56765385
2017-01-16T19:30:00.0,112797.95006695,1.323957172473678,827.8122878187501,830.89999918,828.91413358,832.8914193,824.08002305
2017-01-16T23:30:00.0,93552.31347235,1.060349187754025,828.39395778125,829.00000001,830.7331087,834.0,826.0
2017-01-17T03:30:00.0,162655.64714801998,5.603558557523083,832.69788115625,843.51540827,829.00000001,843.51540827,827.75970935
2017-01-17T07:30:00.0,506807.55846569,9.037033067336013,860.9847149075,880.000005,843.52062606,888.99999999,843.41
2017-01-17T11:30:00.0,584422.25062339,4.701650075326488,882.3793642324999,874.0,880.000005,893.49999999,870.4
2017-01-17T15:30:00.0,422881.63723935,2.658876004446517,879.77694663125,879.16999925,871.99000086,884.98999999,867.08
2017-01-17T19:30:00.0,641000.02731247,8.88048269591321,893.0913207125001,905.31111,879.16999821,907.0,875.91597447
2017-01-17T23:30:00.0,361616.17290855,3.4544856070195835,901.628763665,902.70000066,905.96594059,908.53017772,891.11000001
2017-01-18T03:30:00.0,464398.26202598005,10.8742170917366,897.0240693087501,888.85,902.27579339,912.0,880.0
2017-01-18T07:30:00.0,170074.18922512,2.8288544713223414,896.4566659575,893.0,888.78001101,900.80521098,888.780011
2017-01-18T11:30:00.0,211630.74652214,5.526004980597671,892.0281157674999,898.16478901,894.49999903,900.49125578,881.1415926
2017-01-18T15:30:00.0,751805.82074702,15.502935334595906,874.1725815425,872.59999965,898.16478901,900.0,850.0
2017-01-18T19:30:00.0,207955.00394648,1.8492239292435853,871.34610357,870.22299773,872.59999909,876.9487,862.02
2017-01-18T23:30:00.0,153999.32728124998,5.178869456369973,873.7410981124999,886.20000033,870.22299829,889.00000041,864.0
2017-01-19T03:30:00.0,262257.83785142004,3.521623344260752,891.9381570774999,894.269,886.20000054,899.98,883.3
2017-01-19T07:30:00.0,103372.98769223,2.203846967699389,889.94896860375,889.4999972,894.26899999,894.26899999,886.24991111
2017-01-19T11:30:00.0,207167.93266446,3.6800249975263077,891.4256566075,887.0,889.49998985,897.12000001,885.00000141
2017-01-19T15:30:00.0,130543.90164339,1.6823816537726688,890.7856218,892.04883208,886.38000069,894.2,886.38000001
2017-01-19T19:30:00.0,269461.92120720004,3.836185030666617,898.93237875125,901.50000006,894.0,904.86200041,892.01
2017-01-19T23:30:00.0,246307.80690072,3.4233618116063242,901.04535997875,900.23240036,901.50000008,906.999999,891.10000001
2017-01-20T03:30:00.0,109380.13570459999,1.8873651470097863,899.3548527875,899.00000001,900.30000001,902.0,895.0
2017-01-20T07:30:00.0,181497.85527375,3.298973845833857,893.1193134212499,896.89999999,900.30688287,900.30688287,886.53000002
2017-01-20T11:30:00.0,175161.84224663998,3.4369301965733716,890.9899605237499,891.77999792,896.75241328,897.99999859,882.5432
2017-01-20T15:30:00.0,163839.08032796002,2.8873860770712163,896.05010127875,899.74999997,891.77998999,900.0,890.42858561
2017-01-20T19:30:00.0,113023.45639585,1.2595511638387606,898.5076224500001,898.62000536,899.43149294,902.42999999,895.0
2017-01-20T23:30:00.0,98862.76211025001,1.5684540018963053,897.26389475625,895.0,898.62000536,902.0,893.53000001
2017-01-21T03:30:00.0,378585.62580147,9.718163137240255,901.68372473625,921.68860335,895.09971139,922.4348548,894.00000001
2017-01-21T07:30:00.0,290279.49165909004,2.2929386201224977,916.90944666875,917.96250105,921.00000018,924.00000001,908.20000001
2017-01-21T11:30:00.0,167409.12826406,2.505551897917768,920.29109557875,922.99999999,917.96250105,926.99999001,915.07820376
2017-01-21T15:30:00.0,244710.82671161002,2.7986120950237927,923.2927421775,921.0,922.99999999,928.0,918.76
2017-01-21T19:30:00.0,235414.10177707998,1.4725131235877946,921.11618093875,921.9,921.0,924.04761688,916.50000014
2017-01-21T23:30:00.0,81484.81789411,1.7871911554053914,925.1904621262499,925.70599998,921.89999964,928.51849391,920.39790165
2017-01-22T03:30:00.0,232743.33597950998,2.9063592518082633,933.7712347225,936.12812748,925.70599998,939.06071045,925.40599999
2017-01-22T07:30:00.0,84760.65456966,1.5572182192007737,935.03685794375,936.000001,937.99999998,938.98602714,931.00000001
2017-01-22T11:30:00.0,205458.56870242002,4.005402679887571,933.04532181375,932.05084579,936.00000099,938.0,925.82666496
2017-01-22T15:30:00.0,728604.2095644199,4.959192862309274,909.74317418875,912.49999998,931.00000207,931.86647005,894.10010012
2017-01-22T19:30:00.0,190526.11018437002,2.7553550493011207,915.178387615,911.90933725,912.49999998,919.99999999,910.63565114
2017-01-22T23:30:00.0,125077.17649178,1.9466866870433999,919.5875568050001,924.11939955,911.70000091,924.11939955,911.70000091
2017-01-23T03:30:00.0,142717.69878458,3.1976528385677727,919.8651811887501,922.99999506,923.99,926.0,913.49
2017-01-23T07:30:00.0,66152.00940122,1.331791467534019,919.56047682875,921.99999999,921.00000001,922.0,917.0
2017-01-23T11:30:00.0,86682.72253766001,1.3797154236105058,921.26627338,924.0,919.53000038,924.0,918.29545
2017-01-23T15:30:00.0,881088.76180699,2.7443650004509847,920.78712117875,919.08765049,924.0,927.2351,914.17625754
2017-01-23T19:30:00.0,142668.6405289,0.9601214202941547,918.8365510787501,917.90419447,917.10000246,921.999,912.49
2017-01-23T23:30:00.0,105995.36598207,2.7104945587469444,917.8533217575,912.22165,916.04000067,922.0,912.22165
2017-01-24T03:30:00.0,695366.05754548,4.601783553235496,904.5427571074999,912.2999891,912.22165,913.83830686,891.31347357
2017-01-24T07:30:00.0,220392.24239519,1.6432043037262656,915.99411953875,917.64999977,911.08807922,923.0,911.08807922
2017-01-24T11:30:00.0,326986.14776734,7.595064121189702,909.26938067125,904.0,915.00000001,917.99999999,892.0
2017-01-24T15:30:00.0,212811.19972278,3.0450458415142365,903.80184633625,902.5,904.0,909.74999846,899.0
2017-01-24T19:30:00.0,124449.86685334,2.336892645970177,905.6393226424999,903.090001,900.50000476,909.99,900.50000476
2017-01-24T23:30:00.0,569629.54035741,6.16672460096606,894.976703245,885.00000008,903.00000001,904.88999974,884.281
2017-01-25T03:30:00.0,327657.78904687,4.088290248525524,893.15350615625,896.01572809,885.10000044,899.99,884.90000009
2017-01-25T07:30:00.0,65918.05296287,1.614004202589186,894.3034632624999,892.16903834,895.0,898.0,891.52
2017-01-25T11:30:00.0,108777.14248991999,2.773005551915978,891.88226067875,892.0,893.63259821,898.50350415,886.51000001
2017-01-25T15:30:00.0,175887.33010016,3.9724106674125763,889.6473790550001,887.0,892.01000001,896.79999971,882.08
2017-01-25T19:30:00.0,165419.8831012,1.8047421973226137,893.06114635625,895.76080103,887.0,896.89620022,885.001
2017-01-25T23:30:00.0,105195.71702846,1.962807144374747,895.02011640375,892.66777263,893.01000002,898.12666992,892.1
2017-01-26T03:30:00.0,248814.70113099,2.726114872183824,899.6019232325,901.99999999,892.66777263,903.57735491,892.66777263
2017-01-26T07:30:00.0,71139.93994396,1.168374289443459,899.38743724,899.43999473,901.99999999,903.0,894.54873118
2017-01-26T11:30:00.0,96320.10885103,1.3523733877536406,902.8405570124999,903.0,899.43999137,905.0,897.10097247
2017-01-26T15:30:00.0,269920.99652584,5.070682134171559,909.08404019625,916.49140779,902.99999996,916.648749,901.69871207
2017-01-26T19:30:00.0,205315.05529115998,1.2674319786006312,914.72862997125,917.0,916.4,918.0,910.05000016
2017-01-26T23:30:00.0,106053.95136813,0.5569298182449169,914.5189203150001,914.09767069,917.0,917.3,910.50000009
2017-01-27T03:30:00.0,215238.13387585,2.622024483197659,916.23227565,913.5214761,916.00000001,920.77699999,910.33800001
2017-01-27T07:30:00.0,99360.81595982,3.2473483615670458,912.39407583125,918.0,911.0,918.0,907.8
2017-01-27T11:30:00.0,90118.52722679,1.43330567532006,916.0275395112501,916.38025536,917.71422495,918.0,912.356
2017-01-27T15:30:00.0,103025.61351934001,1.7989108825422628,916.76219556125,920.0,915.76599397,920.19310934,914.07566115
2017-01-27T19:30:00.0,156064.29601932998,1.1927588801075923,918.2582003499999,917.74999998,918.42548281,921.65,914.777
2017-01-27T23:30:00.0,117401.51788726,1.0385444659757979,916.6330232737499,917.02745093,915.11211,919.81435096,913.74664024
2017-01-28T03:30:00.0,205530.2940261,2.034229536966953,915.5922718874999,916.99999999,917.43677492,918.67286548,909.9873
2017-01-28T07:30:00.0,42618.58100538,0.872217444763562,917.90860331625,917.10000002,916.97999999,919.10000001,914.24545873
2017-01-28T11:30:00.0,172220.01559051,1.1942545953665602,920.85497352375,922.75200771,919.0,923.80705935,917.04000001
2017-01-28T15:30:00.0,71953.19206461,1.8737178391847455,920.75776423375,919.55,922.75200851,922.99999996,918.12000001
2017-01-28T19:30:00.0,86389.66012583,1.3095598274589701,918.4034702425,919.256,918.12000001,920.5,916.0
2017-01-28T23:30:00.0,249622.08542143,1.4321450805321878,921.1370739775,918.58600386,919.256,926.0,917.50000018
2017-01-29T03:30:00.0,47148.894518450004,1.3366964185363146,919.74389562125,918.81200988,918.99000001,922.0,918.52
2017-01-29T07:30:00.0,48332.02821646,1.1004243763897525,920.65536902,920.99999999,918.81201967,923.0,918.5
2017-01-29T11:30:00.0,26490.23772315,0.38172537192666994,920.6042478974999,919.35000002,919.75,922.05672369,919.34
2017-01-29T15:30:00.0,53714.19051524,1.078889254866182,920.5769101475,919.99999999,919.35000002,921.99999999,918.5000002
2017-01-29T19:30:00.0,116629.412576,2.383991155699297,916.9868199412499,911.99999999,918.5000002,919.75000001,911.99999999
2017-01-29T23:30:00.0,80249.54996845999,1.2552289574983524,913.94422582875,914.9998,911.89841915,918.00000001,911.86040584
2017-01-30T03:30:00.0,41289.771460070006,1.0938394287399467,914.70500993875,914.73278818,913.0,917.99999998,911.16052226
2017-01-30T07:30:00.0,23106.7271121,1.0279040246318614,916.19451842,916.7360526,917.660417,917.99999996,914.00001264
2017-01-30T11:30:00.0,46587.82655326,1.1637512907568586,914.6086816175,914.99922704,916.7360526,917.658018,911.24682037
2017-01-30T15:30:00.0,57937.05088511,1.1484650658156783,917.171533485,918.00000001,915.7,920.0,914.00213589
2017-01-30T19:30:00.0,88583.64898047,1.2774303007854153,918.32092984875,919.00000001,918.0,920.0,915.28
2017-01-30T23:30:00.0,70027.92756752,0.9358223642691853,918.22204383375,918.0,919.5,920.0,916.0
2017-01-31T03:30:00.0,70624.08869111001,1.5541294611011578,919.80152554875,921.22707361,919.1191873,921.97258483,916.75
2017-01-31T07:30:00.0,140805.93159516,4.20761419416189,922.23875948625,933.50000002,921.22707361,933.525,918.90440375
2017-01-31T11:30:00.0,318877.84387109,4.0603019122925135,931.59335203,941.0,933.50000001,941.0,928.5
2017-01-31T15:30:00.0,543992.75030106,2.518753399864404,950.90200958625,956.00795386,941.0,957.0,940.17947143
2017-01-31T19:30:00.0,355353.25590045,3.929861485052562,956.043246485,956.87527026,956.00795386,963.3643772,950.09797118
2017-01-31T23:30:00.0,217880.74668857,6.940580918817859,958.83813381875,967.12176383,954.22027199,970.0,950.09797117
2017-02-01T03:30:00.0,177951.73263778,2.0655086773020943,970.0500305875,970.99999999,967.75582245,975.99999998,964.03321995
2017-02-01T07:30:00.0,160580.73278683,2.934476996765599,968.5463998824999,973.49999992,970.01000003,973.55945408,960.00000001
2017-02-01T11:30:00.0,491492.79261667,4.201854418771807,967.038798675,962.00100003,973.3999111,976.26720533,955.4
2017-02-01T15:30:00.0,367939.61534691,3.0908308336817614,963.1308212737499,966.84700003,962.00100004,968.0,958.31
2017-02-01T19:30:00.0,233706.46697510997,2.7049270159325403,971.687328105,974.6789,966.84700004,976.43432656,963.50000002
2017-02-01T23:30:00.0,212830.99447926,6.077962922973509,976.88989980125,983.0,974.67889999,986.0,970.59759089
2017-02-02T03:30:00.0,283948.25200565,6.541947334566951,981.4881190399999,976.61878644,983.0,989.98765432,968.2776983
2017-02-02T07:30:00.0,86445.50483576,2.8818019970767366,979.41008092375,982.5,977.75781812,983.5,974.27601449
2017-02-02T11:30:00.0,117971.22008655,1.9298581965759884,986.3700315712499,990.12367,982.5,990.12368,981.09165697
2017-02-02T15:30:00.0,137323.20532121,2.6527990859522035,989.55270515,993.4,990.12367998,994.0,983.5
2017-02-02T19:30:00.0,763876.25223554,2.2308199637306463,996.93626051375,1000.00000002,993.4,1003.27002522,989.02
2017-02-02T23:30:00.0,853131.30919787,3.165135885695555,1004.7452032225001,1007.99699708,1000.00000002,1009.999999,996.12
2017-02-03T03:30:00.0,355226.5380831,3.7426475943177606,1011.05283095,1016.79999999,1007.99699708,1017.84369136,997.80319965
2017-02-03T07:30:00.0,668437.9674049501,6.969933335712598,1012.709942015,1012.0,1013.60000001,1023.0,989.0
2017-02-03T11:30:00.0,242404.66617385,3.578904830431557,1008.219432685,1005.83598813,1012.38440447,1015.50000005,999.04720199
2017-02-03T15:30:00.0,492587.46586856,6.751201057436599,1005.2318859562499,1013.0,1006.0,1015.0,990.12000001
2017-02-03T19:30:00.0,117189.05984807,2.0525456364262955,1014.0717394687499,1011.49400105,1014.0,1017.49999999,1011.49400105
2017-02-03T23:30:00.0,84754.59204091999,2.2706189350419366,1010.8920488875,1015.04315425,1011.49400105,1016.29936809,1007.83884559
2017-02-04T03:30:00.0,204377.87837071,5.764736626908981,1013.8670235137499,1005.42000066,1015.87273408,1020.0,1004.01000076
2017-02-04T07:30:00.0,105322.07624424,3.153036736994112,1008.7642652525001,1013.5,1008.3497,1014.79943322,1002.23999999
2017-02-04T11:30:00.0,93733.25130358999,0.8679812461882089,1010.2584970512501,1012.07236637,1013.49999999,1014.99999999,1006.10000001
2017-02-04T15:30:00.0,124572.31963094999,1.257982847949491,1011.53222939,1010.01431981,1012.07236637,1014.99999999,1009.00000001
2017-02-04T19:30:00.0,740385.31475653,8.903028913373815,1028.567250935,1034.999999,1013.09900998,1040.0,1009.89
2017-02-04T23:30:00.0,255542.71228213998,3.214091773560871,1030.5103647424999,1032.95,1034.999999,1034.99999988,1022.58818444
2017-02-05T03:30:00.0,133696.73508403,1.184520609810382,1028.4279222887499,1029.99999999,1033.0,1034.0,1021.65180908
2017-02-05T07:30:00.0,53572.84022477,2.4241345990594345,1026.92298880125,1029.10000001,1029.99999999,1030.0,1022.00000002
2017-02-05T11:30:00.0,345378.15158256004,3.7731229331960483,1026.66592124125,1025.499,1029.1,1032.773,1018.5
2017-02-05T15:30:00.0,287009.80211004,2.626552474382975,1016.04761429875,1014.0,1025.0,1025.0,1006.77
2017-02-05T19:30:00.0,450850.14602645,4.953105768599763,1004.7404602737499,1009.0,1013.251,1015.9,999.0
2017-02-05T23:30:00.0,177714.76612427,1.0449941185222809,1009.8528674225,1010.0,1009.0,1015.999,1001.49267926
2017-02-06T03:30:00.0,93896.34459944,2.7799594611990526,1013.8559307549999,1017.0,1008.57261956,1017.49,1007.30000001
2017-02-06T07:30:00.0,84441.03567658,1.7148315147802995,1016.18709532125,1019.56,1016.8,1019.56,1012.33589219
2017-02-06T11:30:00.0,105099.06961853002,2.5624756412310363,1021.207358055,1020.0,1018.0,1025.0,1015.001
2017-02-06T15:30:00.0,68035.47177029,2.239102134186165,1020.02531270625,1022.79999999,1020.0,1023.58060782,1015.80000001
2017-02-06T19:30:00.0,150451.13563072,1.0246597405407436,1019.24856703,1022.0,1022.79999999,1022.92733293,1015.0
2017-02-06T23:30:00.0,58828.18296117,1.488859705206973,1022.0233503775,1021.20000021,1019.2,1024.0,1018.0
2017-02-07T03:30:00.0,56534.77612106,2.326468427397759,1024.35919312625,1027.0,1022.69999279,1027.99999999,1020.60000001
2017-02-07T07:30:00.0,303720.76925848005,6.618804229862082,1034.6825347825,1046.000001,1026.99999999,1049.00000005,1026.0
2017-02-07T11:30:00.0,146656.86292214,1.706209411967669,1042.66306400125,1044.999,1046.18,1046.18,1039.40000001
2017-02-07T15:30:00.0,300773.99050924,2.9546686861415052,1049.2093160125,1047.0,1044.999,1055.29399983,1043.72155707
2017-02-07T19:30:00.0,141454.51183788,2.0107817056313033,1048.2930888087499,1048.0,1047.0,1053.5,1044.51081253
2017-02-07T23:30:00.0,153510.59203599,2.0795641862082395,1049.47035752875,1052.00000003,1047.99999999,1054.44337046,1046.26598753
2017-02-08T03:30:00.0,226841.61467607,3.5820989086855937,1060.4324949575,1064.92048102,1052.00000003,1065.90000001,1052.00000002
2017-02-08T07:30:00.0,158374.00865131,2.595472667742718,1064.9671084375,1059.0,1064.92048102,1069.06999999,1058.93518294
2017-02-08T11:30:00.0,1093796.62377543,6.031953327871531,1033.037854575,1034.64,1059.6,1059.6,1015.0
