date,weightedAverage,close,high,low,open,volume
2017-01-01T01:00:00.0,0.0064862,0.00649799,0.00649799,0.00648053,0.00648653,15.48131531
2017-01-01T02:00:00.0,0.00649799,0.00649799,0.00649799,0.00649799,0.00649799,0.0
2017-01-01T03:00:00.0,0.006560125,0.00656285,0.00656285,0.00655124,0.00655124,18.74145668
2017-01-01T04:00:00.0,0.0065970049999999995,0.00659698,0.00659703,0.00659697,0.00659703,27.505939520000002
2017-01-01T05:00:00.0,0.00659698,0.00659698,0.00659698,0.00659698,0.00659698,0.0
2017-01-01T06:00:00.0,0.00655647,0.00655647,0.00655675,0.00655647,0.00655675,0.39892674
2017-01-01T07:00:00.0,0.00655647,0.00655647,0.00655647,0.00655647,0.00655647,0.0
2017-01-01T08:00:00.0,0.00655647,0.00655647,0.00655647,0.00655647,0.00655647,0.0
2017-01-01T09:00:00.0,0.00657101,0.00657101,0.00657101,0.00657101,0.00657101,0.00029878
2017-01-01T10:00:00.0,0.00658123,0.00659145,0.00659145,0.00657101,0.00657101,2.92421369
2017-01-01T11:00:00.0,0.006555395,0.00655514,0.00655655,0.00655514,0.00655655,41.81320651
2017-01-01T12:00:00.0,0.006534585,0.00649668,0.00655514,0.00643959,0.00655514,8.79151408
2017-01-01T13:00:00.0,0.006488605,0.00647938,0.0065035,0.00647938,0.00649668,44.02288774
2017-01-01T14:00:00.0,0.006477355,0.00647912,0.00647938,0.00645184,0.00647938,2.28756831
2017-01-01T15:00:00.0,0.00645206,0.00645206,0.00645206,0.00645206,0.00645206,0.3871236
2017-01-01T16:00:00.0,0.006424704999999999,0.00636674,0.00645212,0.00636674,0.00645212,50.79340155
2017-01-01T17:00:00.0,0.006467205,0.00647066,0.00647454,0.00638594,0.00638594,197.74901312
2017-01-01T18:00:00.0,0.006419745,0.00640393,0.00643558,0.00640393,0.00643558,6.59391293
2017-01-01T19:00:00.0,0.006404035000000001,0.00640414,0.00640416,0.00640393,0.00640393,34.00617805
2017-01-01T20:00:00.0,0.006379085,0.00636875,0.00639882,0.00636462,0.00637801,49.61653508
2017-01-01T21:00:00.0,0.006324575000000001,0.0062653,0.00639318,0.0062653,0.0063688,560.36008283
2017-01-01T22:00:00.0,0.0062941,0.00632387,0.00632387,0.0062588,0.00628136,125.34645970000001
2017-01-01T23:00:00.0,0.006345715,0.00634574,0.00634574,0.00634569,0.00634569,4.7148720299999995
2017-01-02T00:00:00.0,0.006372495000000001,0.00634569,0.00640561,0.00634569,0.00634569,57.57890004
2017-01-02T01:00:00.0,0.006372705,0.00641808,0.00641808,0.00635773,0.00635773,25.655179060000002
2017-01-02T02:00:00.0,0.006408645,0.00640868,0.00640869,0.00640836,0.00640836,21.21676734
2017-01-02T03:00:00.0,0.006372845,0.00635841,0.00638726,0.00635841,0.00638726,278.16932688
2017-01-02T04:00:00.0,0.006356485,0.00636471,0.00636471,0.00630417,0.00635776,837.5920252
2017-01-02T05:00:00.0,0.006366905,0.00636911,0.00636911,0.00636471,0.00636471,10.42526461
2017-01-02T06:00:00.0,0.006373525,0.00639075,0.00640816,0.0063461,0.0063461,2.61613174
2017-01-02T07:00:00.0,0.00638262,0.0063745,0.00639075,0.00637449,0.00639075,13.18854611
2017-01-02T08:00:00.0,0.0062851650000000005,0.00625183,0.00634674,0.00625183,0.00634674,80.89972822
2017-01-02T09:00:00.0,0.006300035,0.00634009,0.00634009,0.0062419,0.00626865,41.38978603
2017-01-02T10:00:00.0,0.006351305,0.00633574,0.00636934,0.00633,0.00633,111.37847041
2017-01-02T11:00:00.0,0.006332335,0.00633234,0.00633234,0.00633233,0.00633234,19.96778027
2017-01-02T12:00:00.0,0.006340715,0.00634909,0.00640867,0.006331,0.006331,718.8425107200001
2017-01-02T13:00:00.0,0.00630013,0.00624075,0.00634909,0.00624075,0.00634909,272.9084254
2017-01-02T14:00:00.0,0.006261155,0.00635366,0.00635366,0.006207,0.0062655,319.87190432
2017-01-02T15:00:00.0,0.006369045,0.00639508,0.00639508,0.00635366,0.00635366,10.03368477
2017-01-02T16:00:00.0,0.006387475,0.00637205,0.00639616,0.00637205,0.00638958,35.92015744
2017-01-02T17:00:00.0,0.006371699999999999,0.00638069,0.00638208,0.00635,0.00635002,53.51225876
2017-01-02T18:00:00.0,0.0063859599999999996,0.00638,0.00640867,0.00635071,0.00638069,66.82083621
2017-01-02T19:00:00.0,0.00635631,0.00635631,0.00635631,0.00635631,0.00635631,2.15999999
2017-01-02T20:00:00.0,0.00632572,0.00625002,0.00638,0.00625002,0.00638,88.37213102999999
2017-01-02T21:00:00.0,0.0063202399999999995,0.00625001,0.00638753,0.00625001,0.00629884,327.37093331
2017-01-02T22:00:00.0,0.00627667,0.00627007,0.00632455,0.00622,0.00631,87.89480494
2017-01-02T23:00:00.0,0.006325829999999999,0.00631159,0.006342,0.00630056,0.006326,30.71566938
2017-01-03T00:00:00.0,0.006328014999999999,0.00627694,0.00640867,0.00622001,0.00631701,216.77308485
2017-01-03T01:00:00.0,0.00624937,0.00624937,0.00624937,0.00624937,0.00624937,10.20370415
2017-01-03T02:00:00.0,0.0063472749999999994,0.00634227,0.00636888,0.0063192,0.0063192,126.18164374999999
2017-01-03T03:00:00.0,0.006313249999999999,0.0063053,0.00632457,0.0063053,0.00632457,11.298103730000001
2017-01-03T04:00:00.0,0.006321295,0.00635051,0.00635051,0.00628774,0.00631212,40.278835150000006
2017-01-03T05:00:00.0,0.00633299,0.00622,0.00635462,0.00622,0.00635289,81.79042127
2017-01-03T06:00:00.0,0.00629178,0.00622,0.00631182,0.00622,0.00628222,43.23499666
2017-01-03T07:00:00.0,0.006259105,0.00629971,0.00629971,0.00622,0.00622,17.92094125
2017-01-03T08:00:00.0,0.006340295,0.0063418,0.00641299,0.00628747,0.00629971,226.71950701
2017-01-03T09:00:00.0,0.006445589999999999,0.00639729,0.00656865,0.00622112,0.00634853,10058.654540810001
2017-01-03T10:00:00.0,0.0063523450000000006,0.00630001,0.00645109,0.0063,0.0063973,194.89278137
2017-01-03T11:00:00.0,0.00632888,0.00635952,0.00635952,0.00630001,0.00630001,20.94149921
2017-01-03T12:00:00.0,0.006379269999999999,0.00637331,0.00640668,0.00635952,0.00635952,14.82336927
2017-01-03T13:00:00.0,0.00637331,0.00637331,0.00637331,0.00637331,0.00637331,0.0
2017-01-03T14:00:00.0,0.006447165,0.00644986,0.00644986,0.0064056,0.00644936,53.72238692
2017-01-03T15:00:00.0,0.0063878400000000005,0.00638765,0.00639513,0.0063733,0.00639513,21.62966536
2017-01-03T16:00:00.0,0.0063820249999999995,0.00644995,0.00644995,0.006375,0.00638386,397.20954148
2017-01-03T17:00:00.0,0.00638881,0.00639816,0.00644886,0.006375,0.00644886,102.99535258
2017-01-03T18:00:00.0,0.0063885850000000004,0.00639945,0.00644997,0.006374,0.006375,85.04430683000001
2017-01-03T19:00:00.0,0.006460614999999999,0.00648805,0.00648805,0.00644987,0.00644987,66.37943433
2017-01-03T20:00:00.0,0.006430625000000001,0.00642137,0.00643208,0.00642137,0.006432,2.4104922
2017-01-03T21:00:00.0,0.006426105,0.00641701,0.00646354,0.00641699,0.00641699,30.094030529999998
2017-01-03T22:00:00.0,0.006413225,0.00644811,0.00646048,0.00638435,0.00644773,38.717272210000004
2017-01-03T23:00:00.0,0.006439955,0.0064109,0.00646902,0.00641089,0.00646902,20.58311268
2017-01-04T00:00:00.0,0.0064109,0.0064109,0.0064109,0.0064109,0.0064109,0.0
2017-01-04T01:00:00.0,0.0064109,0.0064109,0.0064109,0.0064109,0.0064109,0.0
2017-01-04T02:00:00.0,0.00643646,0.00646203,0.00646203,0.0064109,0.0064109,18.96019419
