time,txt,name,username,likes,retweets,replies
2017-12-29 16:37:36 GMT,"Highlights of @zooko's #34c3 talk: - ""Monero has problems, I can't elaborate because it's technical, but also they're a cult"" - ""ETH is amazing &amp; they'll definitely get sharding right"" - ""There's never been a successful attack against PoS"" - ""I still don't understand zkSNARKs""","phluffypony.lmdb (🖖,🖖)",fluffypony,468.0,79.0,29.0
2017-12-29 21:59:52 GMT,#Swapity doesn't need user accounts to exchange #cryptocurrency like #Bitcoin #ethereum #ripple #litecoin #swapcoin #monero,Swapity.io,swapity_io,103.0,97.0,3.0
2017-12-15 08:49:23 GMT,I think @fluffypony should rebrand Monero to Bitcoin anonymous. Guarenteed instant 10x gain in market cap 💯👌  $XMR $BTC,Λce,aceofwallstreet,340.0,40.0,20.0
2017-12-13 17:54:27 GMT,"I am inundated by people asking me for recommendations on cryptocurrencies. If you would use your heads you would figure out that the privacy coins  (anonymous transactions) will have the greatest future. Coins like Monero (XMR), Verge (XVG), or Zcash (ZEC) cannot lose.",John McAfee,officialmcafee,6993.0,2562.0,936.0
2017-12-09 19:47:16 GMT,#BTC #BITCOIN would be between $16000 and $24000 by the end of the year.  #ETH #ETHEREUM #XMR #MONERO #XRP #SHITCOIN #BCH #BITCOINCASH,Wolf Of CryptoSphere,wolfofcryptosph,59.0,2178.0,0.0
2017-12-08 20:35:04 GMT,"PSA: The @MyMonero webwallet is experiencing heavy load, which may result in zero account balances and blank transaction pages.",Monero || #xmr,monero,46.0,19.0,15.0
2017-11-20 02:42:25 GMT,"PSA: ewalletmonero[dot]org is NOT affiliated with the Monero Project in any way, and near as I can tell it looks like a HYIP scam. Do NOT use, strongly recommend avoiding it.","phluffypony.lmdb (🖖,🖖)",fluffypony,59.0,34.0,3.0
2017-11-20 03:56:52 GMT,"#Bitcoin #crypto #news Current Price: Bitcoin:$7,975.21 Ethereum:$358.65 Bitcoin Cash:$1,181.10 Ripple:$.23 Litecoin:$72.28 Dash:$441.20 NEO:$41.63 IOTA:$.88 Monero:$131.14 NEM:$.20 #Bitcoin #Ethereum #BitcoinCash",Crypto₿uzz.eth,cryptobuzznews,12.0,13.0,0.0
2017-10-31 10:00:03 GMT,"Current Monero price: 1 XMR = $88.34 USD  Market capitalisation: $1,350,830,186   $XMR #XMR #Monero #Cryptocurrency",Monero price $XMR,xmrprice,10.0,109.0,0.0
2017-10-29 19:23:25 GMT,Which coin will be the future of privacy? #DASH #MONERO #PIVX #VERGE #XMR #XVG,emrah.bsv ✪,emrahbsv,53.0,34.0,30.0
2017-10-27 18:25:18 BST,"Besides bank transfers and Bitcoin, we are now also paying researchers with anonymous cryptocurrencies such as Monero and Zcash. When you submit a #0day, please let us know which payment method you prefer.",Zerodium,zerodium,143.0,69.0,10.0
2017-10-17 04:33:37 BST,"Just when #Monero $XMR Fanatics gave up on convincing me it's the greatest thing in crypto, here come #Decred $DCR crazies, what's next ???",Tone Vays (#Unconfiscatable 3/3-3/6),tonevays,119.0,20.0,56.0
2017-10-03 14:29:13 BST,"You can spend $10,000 on 1 #Cryptocurrency #Bitcoin #Ethereum #Litecoin #Ripple #Monero #Stratis #Stellar #Ark $Ark #btc #Eth #ltc #xrp #Xrm",Ohcrypto Guy,firstalias,17.0,17.0,1.0
2017-10-02 09:22:53 BST,Unofficial #Monero community poll. Which #Bitcoin vision currently has your support?,#EncryptionGirl,encryptiongirl,19.0,12.0,7.0
2017-09-18 15:58:54 BST,"Monero is raising $451,000 at current prices for a mystery fundraiser integrating the currency into ""high profile merchants.""",nic castro ᵍᵐ,nic__carter,56.0,14.0,7.0
2017-09-17 16:53:15 BST,Only 4chan is dumb enough to believe int he Wraith protocol (bitcoin+TOR) and think it's better than Monero.,Romano,rnr_0,22.0,9.0,4.0
2017-09-11 09:38:47 BST,Which privacy focused coin has the best outlook? #zcash #dash #cryptocurrency #monero #pivx #investing #cryptocraphy #technology #privacy,Omar Bham (Crypt0),crypt0snews,103.0,45.0,72.0
2017-09-06 16:48:44 BST,The #ShadowBrokers abandoned #Monero #XMR payments and rely only on #ZCash. #opsec,Costin Raiu,craiu,21.0,16.0,3.0
2017-09-02 04:28:10 BST,We've also added Monero dev @_miw and @gratefulcheddar from Decred to the #Pinkcoin Development Team. What a time to be alive!,Pinkcoin Official,pinkcoin_,38.0,17.0,1.0
2017-08-27 02:31:59 BST,"Trading volume, past 24hrs Bitcoin $1,500M Ethereum $544M Monero $297M Dash $268M Ripple $185M BCash $184M Litecoin $124M Tether $100M",Tuur Demeester,tuurdemeester,147.0,62.0,9.0
2017-08-27 16:56:25 BST,Via doing great RaiBlocks looking primed to break out MSP above 6k  Litecoin new ATH Monero superstar performer  It's a beautiful week,Cobie,cobie,253.0,48.0,10.0
2017-08-24 02:48:21 BST,"# subscribers (30 day growth):  r/litecoin: 48,000 (+12%) r/monero: 19,500 (+24%) r/dashpay: 7,500 (+14%) r/zec: 4,400 (+16%)",Tuur Demeester,tuurdemeester,86.0,17.0,5.0
2017-08-22 22:13:34 BST,"Bitcoin: To the moon! Monero: To an unknown location, from an unknown location!  @fluffypony",Joe 🏴,sudojoebear,322.0,55.0,4.0
2017-08-21 10:04:42 BST,"Saw this scammer at Consensus this year. He was on stage with all these other scammers, told me to not buy Monero. Now it's up 60% in a day",WhalePanda,whalepanda,143.0,33.0,15.0
2017-08-21 11:38:19 BST,Obviously the sudden and massive rise in Monero's price is due to natural demand and is in no way market manipulation or speculation.  /s,"phluffypony.lmdb (🖖,🖖)",fluffypony,232.0,34.0,22.0
2017-08-21 12:27:24 BST,"I was happily part of the Monero Enterprise Alliance, but one day @fluffypony was mean to me. Cried myself to sleep. Then I joined the horde",WhalePanda,whalepanda,47.0,12.0,5.0
2017-08-21 18:12:50 BST,2/2 Our #Bitcoin mining contracts are currently out of stock. #Ethereum and #Monero contracts are still available for purchase.,Genesis Mining,genesismining,83.0,35.0,152.0
2017-08-11 06:33:00 BST,#mybit has enabled contributions in the following #cryptocurrencies other than #ether . #bitcoin #augur #ethereumclassic #monero #dash,Vindyne8,vindyne8,14.0,15.0,0.0
2017-08-09 10:00:48 BST,"The difference in price between Monero and XVG is marketing, nothing more, I am here to change that. $XVG",The Market Maker,koning_marc,112.0,40.0,9.0
2017-07-27 02:51:00 BST,#mybit has enabled contributions in the following #cryptocurrencies other than #ether . #bitcoin #augur #ethereumclassic #monero #dash,Vindyne8,vindyne8,15.0,14.0,0.0
2017-07-26 03:05:03 BST,Hey @fluffypony I'm gonna launch an ICO on Monero,Charlie Shrem,charlieshrem,51.0,12.0,10.0
2017-07-22 20:32:19 BST,"I'm really proud of the work the Monero Enterprise Alliance did in pushing SegWit through. If there's anyone to thank, it's definitely them.","phluffypony.lmdb (🖖,🖖)",fluffypony,172.0,26.0,6.0
2017-07-13 13:16:14 BST,"So far only 3 people/org have bought the #ShadowBrokers June dump (seen in the Monero blockchain), expecting a public release anytime soon",x0rz,x0rz,97.0,59.0,4.0
2017-06-24 09:17:09 BST,When I hit 10k followers I'm going to be giving out Monero Enterprise Alliance tokens to some of my very fortunate followers! $MEA $XMR,"phluffypony.lmdb (🖖,🖖)",fluffypony,159.0,21.0,26.0
2017-05-07 17:21:26 BST,"$Waves has more daily transactions than LTC, dash, or monero.",Geedora_$magicgucci 🌌🔻,geedora_,41.0,26.0,1.0
2017-05-03 23:00:58 BST,I heard you can use this phrase to pump the price of your chosen cryptocurrency: MONERO IS GETTING SEGWIT SOON!,"phluffypony.lmdb (🖖,🖖)",fluffypony,98.0,16.0,15.0
2017-02-16 17:05:59 GMT,"""Free security"" doesn't exist. Transaction fees today:  Bitcoin: $0.37 Monero: $0,27 Ethereum: $0.0085",Tuur Demeester,tuurdemeester,74.0,44.0,12.0
2017-01-22 23:29:09 GMT,"Monero hit a txs-per-week ATH for the week of Dec 29 - Jan 4, with 23793 txs / 3399 txs per day (every single one of them private!)","phluffypony.lmdb (🖖,🖖)",fluffypony,56.0,25.0,1.0
2017-01-18 19:45:42 GMT,"The #qtum business whitepaper is being edited, and will be released shortly.  Watch our Bitcointalk and #Slack for updates #eth #btc #monero",Qtum,qtum,48.0,138.0,1.0
2017-01-10 21:00:19 GMT,"Monero hard fork went off fine yesterday. Taking a cue from ETH, I guess we'd only celebrate it if it resulted in doubling everyone's coins.","phluffypony.lmdb (🖖,🖖)",fluffypony,47.0,10.0,2.0
