dateTime,volume,weightedAverage,close,high,low,open,year,month,day,hour
2021-01-02 18:00:00,3016673.2619695,32658.556645275,32713.94048716,32932.06688685,32455.51204767,32602.58965055,2021,1,2,18
2021-01-02 19:00:00,3612249.14719703,32963.85032393,33013.82249165,33242.7221,32628.12605955,32728.21961669,2021,1,2,19
2021-01-02 20:00:00,4091365.23055017,32791.55738598,32219.99282344,33199.99999999,32137.03969789,33013.82249166,2021,1,2,20
2021-01-02 21:00:00,11423173.51752016,31485.106759775,31623.83590725,32400.0,30426.23263992,32194.57015458,2021,1,2,21
2021-01-02 22:00:00,2177248.44694902,31681.07396249,32185.10861783,32203.3491187,31350.00000001,31621.58907918,2021,1,2,22
2021-01-02 23:00:00,2276898.65883274,32045.520117605003,31959.3970657,32290.94631219,31575.30754031,32185.10861783,2021,1,2,23
2021-01-03 00:00:00,1565789.05136892,32076.83496837,32193.57213374,32248.68236981,31750.44322786,31954.83187984,2021,1,3,0
2021-01-03 01:00:00,1532731.82762151,32429.13441649,32619.68999975,32628.58871512,32193.57213373,32193.57213373,2021,1,3,1
2021-01-03 02:00:00,1971758.4297332,32677.27771773,32775.99171489,32790.27800003,32553.31983263,32626.71017793,2021,1,3,2
2021-01-03 03:00:00,796704.7017362,32715.470554125,32636.54100016,32869.53421313,32585.00000001,32775.99171489,2021,1,3,3
2021-01-03 04:00:00,1210385.75461829,32570.681082095,32563.66960409,32720.0,32455.51204766,32636.54100016,2021,1,3,4
2021-01-03 05:00:00,5138162.93151406,33296.683858699995,33954.02410471,34042.21836451,32582.47291688,32582.47291688,2021,1,3,5
2021-01-03 06:00:00,2410833.274204,33906.247646345,33845.956395,34150.0,33641.92640288,33974.90453906,2021,1,3,6
2021-01-03 07:00:00,2534455.50433802,34107.862408835004,34510.00000001,34546.53610304,33769.7109034,33851.03246485,2021,1,3,7
2021-01-03 08:00:00,5879983.29860787,34338.420290655005,34378.43796416,34774.11974386,33796.30842479,34503.0,2021,1,3,8
2021-01-03 09:00:00,6385001.36595028,34372.752736790004,34002.92508651,34666.0,33891.73584781,34378.43796416,2021,1,3,9
2021-01-03 10:00:00,2889307.7081129,33946.488860175,33678.82550622,34336.75227199,33450.0,34023.27361661,2021,1,3,10
2021-01-03 11:00:00,1489152.63550333,33956.88850214,33935.48641935,34178.0,33551.16767739,33707.19954057,2021,1,3,11
2021-01-03 12:00:00,2961485.61706762,34266.40252407,34268.31362155,34570.58747653,33927.8299194,33936.29347909,2021,1,3,12
2021-01-03 13:00:00,1509333.63295786,34193.033404945,34167.62395995,34341.49020221,33900.0,34268.31362155,2021,1,3,13
2021-01-03 14:00:00,3040198.2753465,33975.487632745004,33942.61477463,34166.85147203,33649.877121,34144.55755003,2021,1,3,14
2021-01-03 15:00:00,4956882.9755266,33507.632390325,33023.99406829,34038.39953805,32933.33333333,33936.70255511,2021,1,3,15
2021-01-03 16:00:00,4631028.35774555,33452.22617558,33423.72503731,33794.13282745,32743.95246816,33037.34842515,2021,1,3,16
2021-01-03 17:00:00,6476358.71224886,32931.996270355,33091.39533314,33514.18329862,32301.42801685,33416.49686132,2021,1,3,17
2021-01-03 18:00:00,3123766.18215611,32905.237866569994,32543.02988628,33227.1035325,32508.95554449,33094.63495418,2021,1,3,18
2021-01-03 19:00:00,2539453.93728678,32642.632266595,32576.92652796,32891.77161956,32299.48370526,32511.77232175,2021,1,3,19
2021-01-03 20:00:00,2320451.75335429,32974.670629165,33691.19451484,33705.10436893,32469.0,32606.62557641,2021,1,3,20
2021-01-03 21:00:00,4592565.23769154,33664.65748399,33710.31481604,33844.18020142,33446.55585,33687.86164318,2021,1,3,21
2021-01-03 22:00:00,1220882.54828141,33543.306716525,33502.93223792,33750.01092038,33239.27431046,33710.0,2021,1,3,22
2021-01-03 23:00:00,1999299.88082009,33233.89672086,33478.46672444,33599.99998997,32920.62527201,33502.93223791,2021,1,3,23
2021-01-04 00:00:00,4048614.6523362,33002.121678035,32790.71068443,33563.90663315,32662.47734046,33478.46672444,2021,1,4,0
2021-01-04 01:00:00,2478773.42235613,32713.72396661,32687.79475592,32941.3721,32422.90776982,32790.61068444,2021,1,4,1
2021-01-04 02:00:00,2383092.48348566,33115.942149220005,33067.3307936,33300.0,32610.15620692,32684.97809906,2021,1,4,2
2021-01-04 03:00:00,1908394.7051257,33381.731806879994,33310.0,33562.10522104,32974.73536833,33078.0,2021,1,4,3
2021-01-04 04:00:00,2901885.02018167,33353.143469029994,33323.70785707,33563.78291988,33158.61108354,33309.07462277,2021,1,4,4
2021-01-04 05:00:00,1702866.6236261302,33231.556899154995,33236.44043302,33358.03263591,33062.43921292,33300.93043817,2021,1,4,5
2021-01-04 06:00:00,4171147.34314492,33046.71744112,33235.46585784,33342.28948622,32814.55984976,33230.44256841,2021,1,4,6
2021-01-04 07:00:00,6304019.05212677,32704.587319495,32348.34692695,33258.98762189,31705.0,33233.29461813,2021,1,4,7
2021-01-04 08:00:00,5405861.3521303,32239.23487154,32150.5660113,32547.14440159,31809.34511824,32343.4453,2021,1,4,8
2021-01-04 09:00:00,5857892.11844936,31849.81508364,31592.13943613,32275.50027513,31332.48994089,32146.42796389,2021,1,4,9
2021-01-04 10:00:00,17684762.04248766,30126.754337615,29098.38086907,31586.33188229,27973.97952274,31586.33188229,2021,1,4,10
2021-01-04 11:00:00,10708318.06968538,29882.55652418,30207.49667966,30525.08026977,28817.95095106,29052.90514209,2021,1,4,11
2021-01-04 12:00:00,7287461.39878582,30545.781112225,31021.94249947,31218.95720012,29910.00000001,30230.9781844,2021,1,4,12
2021-01-04 13:00:00,4559248.14064233,31004.25952434,31140.17259706,31400.03403299,30615.38817317,30999.82996707,2021,1,4,13
2021-01-04 14:00:00,4427850.220057189,31376.290070335,31732.88442279,31768.79406454,30850.0,31145.35560969,2021,1,4,14
2021-01-04 15:00:00,2306298.58102475,31871.71616221,32019.15169011,32199.0,31671.24891447,31738.70260568,2021,1,4,15
2021-01-04 16:00:00,4684585.728361011,31463.908906465,31081.00000001,32032.50399203,30772.40866493,32032.50399203,2021,1,4,16
2021-01-04 17:00:00,3479866.5610439098,31078.23763424,31022.84928144,31500.0,30736.10162709,31080.99999999,2021,1,4,17
2021-01-04 18:00:00,3879832.53558049,31026.618593055,31400.03403299,31400.03403299,30633.45063877,31022.84928144,2021,1,4,18
2021-01-04 19:00:00,2784394.52538267,31245.961387775,31399.15322664,31440.69573778,31097.42380205,31386.07996248,2021,1,4,19
2021-01-04 20:00:00,2132714.91744465,31599.676860455,31377.34589672,31823.68927741,31350.0,31398.1784925,2021,1,4,20
2021-01-04 21:00:00,2332168.07392774,31309.371292925003,31043.67295031,31568.16530487,31019.40016107,31389.5952999,2021,1,4,21
2021-01-04 22:00:00,1664908.61798431,31059.41041321,31298.54367647,31333.68237837,30871.38842061,31059.20662198,2021,1,4,22
2021-01-04 23:00:00,1717302.7500309502,31407.798842165,31747.18317157,31823.68927741,31150.29193531,31292.27842422,2021,1,4,23
2021-01-05 00:00:00,3015727.04861219,32079.19859666,32350.0,32500.0,31594.82006599,31792.35095281,2021,1,5,0
2021-01-05 01:00:00,4352816.4792499,32503.339597155,32504.2086659,32832.99999999,32251.4717294,32316.31889026,2021,1,5,1
2021-01-05 02:00:00,1012480.84982836,32610.366122025,32491.34610969,32800.9318,32437.1384172,32526.36719844,2021,1,5,2
2021-01-05 03:00:00,1411575.62184349,32262.86513471,31883.86390124,32526.49685892,31797.29180297,32494.00726115,2021,1,5,3
2021-01-05 04:00:00,5933714.226307049,31333.390225295,31265.52296334,32077.55937928,30455.06456486,31887.5982678,2021,1,5,4
2021-01-05 05:00:00,3502838.5132687204,31147.69711869,30956.50980345,31513.15759328,30715.4974628,31262.19648317,2021,1,5,5
2021-01-05 06:00:00,4407403.10088934,30427.640038845,30548.99719231,31222.59910453,29919.29655341,30961.72890466,2021,1,5,6
2021-01-05 07:00:00,3720759.25260414,31060.312307485,31095.70722481,31298.54367647,30526.43878285,30526.43878285,2021,1,5,7
2021-01-05 08:00:00,3617327.96233564,31030.020833565,31220.58902706,31499.91177986,30748.27615713,31088.90423778,2021,1,5,8
2021-01-05 09:00:00,1163137.65666279,31235.26493635,31433.13571469,31461.11533521,31033.0,31210.88894081,2021,1,5,9
2021-01-05 10:00:00,2233096.37978178,31570.63218928,31566.03836631,31793.2232545,31432.7059343,31433.3,2021,1,5,10
2021-01-05 11:00:00,2557301.44107527,31321.194235705,31400.97592113,31572.96911273,31099.99999999,31572.96911273,2021,1,5,11
2021-01-05 12:00:00,2909630.39321946,31737.939207125,31806.88839059,32041.70680936,31355.91609163,31387.85008278,2021,1,5,12
2021-01-05 13:00:00,1624278.113091,31738.333469565,31712.32157158,31886.75362702,31574.0340909,31800.83766991,2021,1,5,13
2021-01-05 14:00:00,2426639.38142139,31504.779291235,31525.00000001,31812.28868537,31135.14020979,31710.73606344,2021,1,5,14
2021-01-05 15:00:00,2993713.43129198,32047.327992785,32165.99462993,32359.32012382,31420.7965349,31525.36264221,2021,1,5,15
2021-01-05 16:00:00,3147121.7997236303,32197.517981325,32504.96017804,32661.0,31797.75141025,32146.76789767,2021,1,5,16
2021-01-05 17:00:00,1651994.22837672,32445.77233851,32323.67036689,32628.76541224,32290.0986814,32501.46854056,2021,1,5,17
2021-01-05 18:00:00,4138128.93629139,32765.024633725,33050.0,33183.4206823,32276.6143742,32301.61533287,2021,1,5,18
2021-01-05 19:00:00,5328297.94958497,33391.46173559,33845.97346391,33939.05497395,32920.4815037,33049.99999999,2021,1,5,19
2021-01-05 20:00:00,4773130.805146161,33738.37625252,33780.9815543,34201.14712758,33362.0,33872.87739297,2021,1,5,20
2021-01-05 21:00:00,2415484.04295521,33868.34643125,33869.94426039,34037.43559571,33651.44258961,33785.9482074,2021,1,5,21
2021-01-05 22:00:00,2820463.02640183,33885.697310115,34049.99000003,34315.13699063,33514.0022,33907.94760576,2021,1,5,22
2021-01-05 23:00:00,2424616.85251163,34034.97216905,33833.36629872,34384.9794,33603.56399627,34100.61125627,2021,1,5,23
2021-01-06 00:00:00,2230557.03216695,33732.788365655,33627.98851575,34071.1979038,33294.72233209,33794.81085881,2021,1,6,0
2021-01-06 01:00:00,2356328.56315014,33842.6857987,33730.97832379,33989.37141295,33588.62048033,33618.90706778,2021,1,6,1
2021-01-06 02:00:00,2205565.20023192,33807.644639980004,33928.46612507,34105.60218643,33521.0,33723.38362815,2021,1,6,2
2021-01-06 03:00:00,1877956.46276966,33906.871782125,33742.41306953,34095.02820066,33696.9976,33914.91199999,2021,1,6,3
2021-01-06 04:00:00,5832574.42246542,34404.259152205,35468.46494777,35729.11517326,33668.28950149,33731.13086373,2021,1,6,4
2021-01-06 05:00:00,4356120.24884234,35196.54217552,35119.0,35685.2177695,34810.30869635,35500.16446011,2021,1,6,5
2021-01-06 06:00:00,3552569.1963218004,34962.612897795,35126.91855139,35217.44565809,34557.24390613,35130.9876867,2021,1,6,6
2021-01-06 07:00:00,2421025.18065756,34998.22413622,35029.99999999,35250.0,34801.05468668,35100.0,2021,1,6,7
2021-01-06 08:00:00,5115890.02675958,34624.92269865,34198.13574386,35010.90507124,34151.3536344,35010.90507124,2021,1,6,8
2021-01-06 09:00:00,4590078.45136453,34147.18122185,33951.69771592,34615.0,33650.0,34198.03595734,2021,1,6,9
2021-01-06 10:00:00,2513374.73434255,34126.390360105,34220.9964215,34357.58887166,33839.92035193,33951.69771591,2021,1,6,10
2021-01-06 11:00:00,3303777.16002905,34635.725378885,34665.23580577,35174.23920811,34209.19153129,34213.06896517,2021,1,6,11
2021-01-06 12:00:00,2156199.2132757297,34811.565113685,34868.74982047,35068.8582,34582.96183337,34690.89552886,2021,1,6,12
2021-01-06 13:00:00,2646840.24150721,34702.065834170004,34596.4603006,35026.915,34448.20685085,34873.55846458,2021,1,6,13
2021-01-06 14:00:00,2139626.18831631,34369.35416207,34348.96755715,34633.89677303,34080.13985671,34593.0,2021,1,6,14
2021-01-06 15:00:00,2210334.4024154097,34425.089373135,34643.69596701,34747.69540154,34143.18427579,34368.66615,2021,1,6,15
2021-01-06 16:00:00,1579742.4561524,34732.8821669,34765.79,35020.92946401,34435.4222237,34654.40954125,2021,1,6,16
2021-01-06 17:00:00,2343258.72655509,34731.05921988,34914.96146108,34977.2,34379.1300353,34782.17337481,2021,1,6,17
2021-01-06 18:00:00,2900463.1947255097,35022.87139801,34972.33402797,35185.657975,34816.7386,34914.96146109,2021,1,6,18
2021-01-06 19:00:00,2483178.30041695,35321.8411894,35644.0,35676.21621251,34925.4822,34970.58546962,2021,1,6,19
2021-01-06 20:00:00,7416453.573578371,34960.44691976,35209.20441723,35687.0,34292.07794823,35643.99999999,2021,1,6,20
2021-01-06 21:00:00,7012812.97454671,35933.38332855,36038.0,36490.0,35128.00938552,35201.76007406,2021,1,6,21
2021-01-06 22:00:00,1982608.74192957,35999.809211529995,36287.85229793,36287.85229793,35677.49680773,36025.68983826,2021,1,6,22
2021-01-06 23:00:00,3139634.1040881,36192.76780812,36239.04416054,36436.69127865,35954.0,36288.96961847,2021,1,6,23
2021-01-07 00:00:00,4010313.45929032,36720.509240595,36957.34892085,37042.41628184,36230.0,36239.04417053,2021,1,7,0
2021-01-07 01:00:00,4009074.14173503,37006.83155708,36910.92430018,37268.45665063,36728.06635471,36993.01262139,2021,1,7,1
2021-01-07 02:00:00,2549096.71023906,36751.28016771,36604.78871674,37026.23725239,36376.0,36905.69687155,2021,1,7,2
2021-01-07 03:00:00,3361554.47823388,37043.27971109,37564.50825706,37640.16895104,36540.74469999,36622.6166534,2021,1,7,3
2021-01-07 04:00:00,2887283.7624583,37329.071973595,37238.35004603,37651.0,37076.29636415,37564.50825706,2021,1,7,4
2021-01-07 05:00:00,2845498.8026364,37387.928712255,37479.72862986,37544.04653358,37134.01918141,37239.78807053,2021,1,7,5
2021-01-07 06:00:00,3219727.05102284,37244.940052825,36792.69229489,37667.73429143,36738.4941174,37521.73761317,2021,1,7,6
2021-01-07 07:00:00,1885412.26414304,37065.17469549,37116.42319007,37283.9944104,36820.87615976,36820.87615976,2021,1,7,7
2021-01-07 08:00:00,3236624.87151853,36830.05426357,36868.6494452,37118.00000001,36300.0,37118.00000001,2021,1,7,8
2021-01-07 09:00:00,2433617.1174692,37083.41454653,37090.78462924,37325.0,36825.00001001,36870.92206079,2021,1,7,9
2021-01-07 10:00:00,1683884.45781056,37212.96314295,37129.86671072,37486.5092243,36913.17746352,37055.0,2021,1,7,10
2021-01-07 11:00:00,2476308.55443014,37141.554236905,37190.00072493,37320.0,36943.9813481,37127.10867977,2021,1,7,11
2021-01-07 12:00:00,6446971.00919068,37756.655982330005,37938.76671331,38161.82466299,37175.64102514,37176.34166939,2021,1,7,12
2021-01-07 13:00:00,4694886.65000518,38100.01595219,38344.83455649,38436.30778488,37772.55093347,37957.26499121,2021,1,7,13
2021-01-07 14:00:00,3675606.18031675,38274.29616987,38487.52208136,38599.0,38027.11361453,38351.16488189,2021,1,7,14
2021-01-07 15:00:00,2789260.61248916,38321.256978075,38303.70874564,38574.96691863,38100.0,38475.5874194,2021,1,7,15
2021-01-07 16:00:00,7455174.98171548,38923.32929019,39180.2,39500.1655,38276.99630525,38303.70874563,2021,1,7,16
2021-01-07 17:00:00,4628479.073127709,39285.86853746,39647.27683237,39666.6666,38979.97741292,39176.22768772,2021,1,7,17
2021-01-07 18:00:00,13210422.24154988,39520.493255010006,39079.41,40311.35919616,37953.43162289,39647.27683237,2021,1,7,18
2021-01-07 19:00:00,22061395.26548066,38111.48376586,38683.95744894,39333.82403059,36617.55191967,39114.92710606,2021,1,7,19
2021-01-07 20:00:00,5335438.54190568,38805.208145935,38400.00000001,39178.34963041,38390.0,38700.49013016,2021,1,7,20
2021-01-07 21:00:00,4236755.44769363,39132.80695436,39426.56607705,39500.0,38353.61057012,38400.0,2021,1,7,21
2021-01-07 22:00:00,3854737.85646528,39537.814494875,39712.18893912,39829.45918794,39147.37617037,39457.55153146,2021,1,7,22
2021-01-07 23:00:00,8774289.45456237,39323.86701793,38879.22067679,39934.05387303,38573.9,39700.00002002,2021,1,7,23
2021-01-08 00:00:00,4225899.35027327,39327.065142555,39447.44198173,39680.0,38859.58835865,38891.39657599,2021,1,8,0
2021-01-08 01:00:00,5354427.84788187,38908.09000133501,38520.52733332,39495.15467308,38415.60825013,39436.25298774,2021,1,8,1
2021-01-08 02:00:00,7711066.55773502,38023.03138523,37851.79787259,38693.16666666,37152.9,38537.57310822,2021,1,8,2
2021-01-08 03:00:00,10067470.4414631,37513.43057219,38169.85027779,38327.58943316,36596.80122831,37798.40813331,2021,1,8,3
2021-01-08 04:00:00,5157671.0987395,38305.325304305,38719.211247,38760.5199064,37956.33454454,38169.85027779,2021,1,8,4
2021-01-08 05:00:00,3319024.0809815703,38583.42711653,38376.56763048,38922.36210457,38260.6156754,38709.0,2021,1,8,5
2021-01-08 06:00:00,4055888.02327213,38067.475399115,38549.21302412,38627.37142266,37577.59487221,38360.80097113,2021,1,8,6
2021-01-08 07:00:00,2616775.94388467,38517.920437565,38871.42633149,38898.05584681,38325.97775116,38552.30611637,2021,1,8,7
2021-01-08 08:00:00,3978656.25530464,38829.71987018,38796.1131278,39101.0,38544.25816835,38873.11694917,2021,1,8,8
2021-01-08 09:00:00,3667414.00849399,38529.41081609001,38759.29504894,38809.17870173,38232.83133813,38809.17870173,2021,1,8,9
2021-01-08 10:00:00,6651640.68731173,39354.87977262,39872.51827154,39948.99999999,38646.43183519,38762.71328368,2021,1,8,10
2021-01-08 11:00:00,11954779.73682949,40733.00746983,41173.1730975,41499.0,39700.00000001,39914.64597165,2021,1,8,11
2021-01-08 12:00:00,6728141.6610771,41202.951765395,41543.73836156,41750.0,40542.27153803,41156.385616,2021,1,8,12
2021-01-08 13:00:00,5994790.831471359,41192.22612141,41355.30246152,41566.7596039,40711.49253682,41540.76800077,2021,1,8,13
2021-01-08 14:00:00,3275087.37958324,41302.478049335,41204.94890713,41611.0,41007.7,41363.91213481,2021,1,8,14
2021-01-08 15:00:00,7440632.50834481,41182.308458085,40429.20511422,41888.0,40167.42643172,41204.94890713,2021,1,8,15
2021-01-08 16:00:00,7140434.6799928,40585.176380075005,41133.8914326,41160.16190641,39604.66118618,40429.87581129,2021,1,8,16
2021-01-08 17:00:00,3649942.43676332,41357.809490695,41267.42207141,41595.07866504,41038.55499999,41133.8914326,2021,1,8,17
2021-01-08 18:00:00,4512415.730123321,40845.629041475,40239.54796,41383.15329738,40151.68967385,41260.0,2021,1,8,18
2021-01-08 19:00:00,6376539.30971313,40318.424713650005,40198.17397607,40813.63999999,39823.91305193,40183.00489589,2021,1,8,19
2021-01-08 20:00:00,6166296.969425701,40144.28833021,39673.92860863,40702.56010984,39345.0,40251.30673555,2021,1,8,20
2021-01-08 21:00:00,8614659.6653967,39292.647391425,39703.34254564,39870.30331609,38623.56313208,39622.90260446,2021,1,8,21
2021-01-08 22:00:00,4944959.12077723,39902.843497835,40079.18722,40197.18202327,39489.38835231,39699.78676115,2021,1,8,22
2021-01-08 23:00:00,2881969.03997337,40552.30466533,40809.42184355,40910.0,40076.75102483,40100.0,2021,1,8,23
2021-01-09 00:00:00,3006780.7429893296,40804.28258274,40782.50618941,40960.54490623,40565.05541053,40831.8190963,2021,1,9,0
2021-01-09 01:00:00,4924960.435396791,40186.28206234,40162.7564377,40779.0,39780.19206763,40779.0,2021,1,9,1
2021-01-09 02:00:00,2813427.5287380097,40167.29880216,40267.98665925,40560.0,39800.0,40167.44288996,2021,1,9,2
2021-01-09 03:00:00,3760361.86557555,39891.05972004,40222.3,40303.17982321,39508.7348304,40255.6296887,2021,1,9,3
2021-01-09 04:00:00,2591812.0552112,40142.68649756,40190.48261073,40356.96601655,39822.24060446,40183.49075509,2021,1,9,4
2021-01-09 05:00:00,2340093.60982544,40110.341303805,39711.17610975,40479.32803143,39692.20428153,40190.84271978,2021,1,9,5
2021-01-09 06:00:00,6546588.11411996,39367.39871853001,39164.65226895,39837.96350728,38898.5792988,39711.17610975,2021,1,9,6
2021-01-09 07:00:00,4767017.050450711,39131.7032886,39424.07773245,39499.89999998,38750.0,39159.22586124,2021,1,9,7
2021-01-09 08:00:00,3939979.45165682,39545.573010980006,39546.06384367,39778.54653496,39327.95903774,39396.15874518,2021,1,9,8
2021-01-09 09:00:00,4070237.44117808,40265.60671785,40556.34302208,40766.2,39564.3076983,39568.86853621,2021,1,9,9
2021-01-09 10:00:00,2643934.9518287703,40343.22501853,40596.97710736,40629.99999999,40130.0,40547.16314421,2021,1,9,10
2021-01-09 11:00:00,3108865.8858782,40699.95414863,41034.0,41163.30714786,40261.66115844,40596.97710736,2021,1,9,11
2021-01-09 12:00:00,2502866.63190183,40707.78191949,40675.85653918,41201.9385352,40408.86730112,41042.54777,2021,1,9,12
2021-01-09 13:00:00,6819349.75277191,40733.610595445,40865.2,41043.21501306,40450.0,40682.69273359,2021,1,9,13
2021-01-09 14:00:00,3931274.71406137,41117.033768,41077.9465,41352.32470582,40820.87946874,40863.15698295,2021,1,9,14
2021-01-09 15:00:00,2756926.40150484,40731.109474895,40543.33272887,41122.38912022,40220.0,41060.00000001,2021,1,9,15
2021-01-09 16:00:00,1667020.87744228,40480.501518195,40125.9385505,40722.01110466,40060.19540695,40574.09999999,2021,1,9,16
2021-01-09 17:00:00,2860890.86458056,40272.75482771,40452.39539592,40559.05343458,39900.0,40083.59577885,2021,1,9,17
2021-01-09 18:00:00,1412854.03512635,40555.357656805005,40672.75369705,40732.69085391,40364.92541539,40437.15816578,2021,1,9,18
2021-01-09 19:00:00,2129052.5135837,40701.00121007,40812.93446855,40864.06707569,40460.84827315,40697.96510565,2021,1,9,19
2021-01-09 20:00:00,3404771.3686243,40549.733729445,40494.34338464,40810.27894113,40063.93666669,40791.50892813,2021,1,9,20
2021-01-09 21:00:00,4130179.54625713,40560.66354384,40685.39587144,40729.99999999,40347.0841288,40492.81373781,2021,1,9,21
2021-01-09 22:00:00,8290412.1719932705,40388.98414966501,39997.90002687,40729.99999999,39865.00000001,40682.0263055,2021,1,9,22
2021-01-09 23:00:00,2746294.7563681,40123.763131635,40242.78969627,40385.76290783,39928.25856054,39955.71580001,2021,1,9,23
2021-01-10 00:00:00,2173269.00421542,40304.04340071,40493.71903768,40532.69795975,39979.70597772,40234.12075065,2021,1,10,0
2021-01-10 01:00:00,3949414.62513058,40722.622260045,41062.02198796,41180.18052438,40396.87642471,40500.0,2021,1,10,1
