,date,volume,volatility,weightedAverage,close,open,high,low
18,2017-01-02T13:30:00.0,368109.90502476,9.94753455308805,1021.2329054724999,1017.20000677,1033.5,1033.9990995,1000.00000001
19,2017-01-02T15:30:00.0,91714.8974969,3.394475610241915,1024.94438718,1028.0,1019.00519518,1029.72687521,1015.76373813
20,2017-01-02T17:30:00.0,147495.34458144,2.719096110437123,1028.4148963425,1024.49999964,1027.53000002,1033.9990995,1022.08670546
21,2017-01-02T19:30:00.0,202831.10502336,5.285251448064367,1021.2552200575001,1013.66007041,1024.49999964,1028.98386194,1011.0713565
22,2017-01-02T21:30:00.0,412214.99455649,6.465506933494797,1014.2267621725,1017.0,1012.18140289,1025.0,994.00000044
23,2017-01-02T23:30:00.0,61051.27609349,1.659808010933633,1018.5602746775,1019.00000076,1017.49999997,1024.99999999,1014.85898962
24,2017-01-03T01:30:00.0,94551.31829262999,2.497325741489616,1026.2000766049998,1028.78073475,1019.00000076,1030.35455897,1018.00000023
25,2017-01-03T03:30:00.0,60788.24845288,3.2796550847046597,1024.1770598,1027.90845791,1028.6797353,1028.999,1020.0
26,2017-01-03T05:30:00.0,44894.703251729996,2.44886921478353,1026.2839931575,1023.45001295,1028.36329008,1028.999,1021.7999948
27,2017-01-03T07:30:00.0,123523.00730520001,0.7741972871064785,1021.20514481,1020.60000451,1023.45001295,1025.00000491,1015.40000001
28,2017-01-03T09:30:00.0,122467.20897396,5.12868730321672,1019.6813605299999,1012.814399,1021.99999999,1025.00000491,1011.0
29,2017-01-03T11:30:00.0,123880.24574843001,2.1143320365543463,1016.1565712249999,1020.44,1016.85820444,1022.0,1010.0
30,2017-01-03T13:30:00.0,97527.18305871001,1.2992691487642107,1020.7526199049998,1018.32000001,1020.44,1025.98126518,1012.9
31,2017-01-03T15:30:00.0,142562.6990554,2.4034336326433494,1015.9220927275,1018.06785697,1018.38100001,1021.17574655,1012.23593031
32,2017-01-03T17:30:00.0,106865.36681375,1.8642351572673366,1016.9083483375,1020.0,1017.99999999,1020.0178,1013.0
33,2017-01-03T19:30:00.0,94294.65631316001,1.6745667647367364,1021.4209018849999,1023.29999998,1020.0,1025.5,1013.63738292
34,2017-01-03T21:30:00.0,139388.22460096,2.693320226108546,1024.2520714949999,1027.94999998,1023.0,1028.99,1016.93177388
35,2017-01-03T23:30:00.0,216498.28319595,5.051302613684257,1031.9555908950001,1037.1,1027.95,1042.02336482,1025.01589058
36,2017-01-04T01:30:00.0,105991.50272314,1.086995761878857,1042.175606855,1043.02205141,1037.1,1045.99999999,1035.9006986
37,2017-01-04T03:30:00.0,118808.29474073,4.546445312214672,1044.9671727124999,1050.56828404,1043.02205362,1052.86383786,1039.46521035
38,2017-01-04T05:30:00.0,180793.81450956,3.0779528096790507,1054.3444194575,1058.47673621,1048.77041661,1058.80000008,1044.68794903
39,2017-01-04T07:30:00.0,103849.49256845999,2.497518267477748,1059.32376936,1058.41310249,1058.06685329,1065.0,1055.00000073
40,2017-01-04T09:30:00.0,102197.46190715,3.1858746363057264,1060.2831771775,1063.40900442,1058.41310249,1065.0,1055.00000001
41,2017-01-04T11:30:00.0,326226.85948801,6.210502816207015,1075.1996508999998,1079.99999989,1065.0,1086.48000004,1063.40900335
42,2017-01-04T13:30:00.0,333397.27182547003,3.860421490801314,1087.1600360025,1094.49006004,1079.99999989,1095.0,1075.0
43,2017-01-04T15:30:00.0,584349.00686568,3.1466289947767727,1082.1535244625002,1085.75,1094.49006004,1095.23421286,1057.02770894
44,2017-01-04T17:30:00.0,579243.17379664,17.08899040424445,1107.2464211125,1131.42250006,1085.75,1133.08023293,1083.47618919
45,2017-01-04T19:30:00.0,778811.89978293,18.274481342316328,1121.810899695,1120.0,1131.42250004,1135.99999998,1091.0
46,2017-01-04T21:30:00.0,437003.82463382,14.314901383240791,1106.0914807650001,1095.0,1120.0,1129.99999999,1089.0
47,2017-01-04T23:30:00.0,488836.55632232,10.424445371212611,1126.6395629925,1136.0,1095.0,1148.0,1094.0000011
48,2017-01-05T01:30:00.0,327404.66818353,11.58255054542794,1121.285658105,1129.01000001,1134.10000001,1140.0,1097.00000009
49,2017-01-05T03:30:00.0,151740.81334128,5.2253778345545445,1132.6449910449999,1137.74514047,1128.5,1139.0,1120.0
50,2017-01-05T05:30:00.0,291567.84991901,4.150591153872194,1146.8176118425001,1145.0,1135.74514048,1159.103,1128.0
51,2017-01-05T07:30:00.0,196815.51920253,6.5444060824207275,1143.582970615,1146.62889542,1145.0,1155.93937902,1135.0
52,2017-01-05T09:30:00.0,1258204.78727287,32.208570497640025,1105.6040038125002,1067.00000001,1146.62889524,1148.79999697,1035.0
53,2017-01-05T11:30:00.0,517366.05375752004,3.79056602915843,1089.1898031075,1088.74884984,1070.00000001,1111.0,1064.0
54,2017-01-05T13:30:00.0,3444808.23757641,54.1975775165623,997.15003238,944.09290145,1085.51000021,1087.24166247,882.01
55,2017-01-05T15:30:00.0,1146843.70831283,19.830661885787208,963.6526555250001,994.99999999,946.71481478,995.0,937.81854879
56,2017-01-05T17:30:00.0,822968.83792046,7.996263191546738,963.3763056099999,960.01000051,994.99999999,995.0,940.338
57,2017-01-05T19:30:00.0,463882.11045760004,13.849235422033859,968.88773044,959.99999998,960.01000052,985.058661,953.0
58,2017-01-05T21:30:00.0,251501.09888491998,3.6200431279874445,962.0600737125,965.05975,958.956,977.99999,950.0
59,2017-01-05T23:30:00.0,751641.4520368801,9.206595036478092,993.1316759274999,998.8,965.05975,1018.99148415,962.8168758
60,2017-01-06T01:30:00.0,261494.0750819,5.45352551933112,1011.1450101425,1004.91582196,998.8,1024.88,993.73480452
61,2017-01-06T03:30:00.0,444729.51214625,17.220184595525158,975.248278025,979.81575992,1005.0,1007.0,950.0
62,2017-01-06T05:30:00.0,240472.81548771,4.852526574171482,974.8146242625,979.84378433,979.81575995,985.01,970.0
63,2017-01-06T07:30:00.0,337454.95948563004,16.837501543366074,965.4927041,974.99999999,979.84378433,981.21899961,937.913
64,2017-01-06T09:30:00.0,634976.57501203,8.419206480936653,941.5106661550001,932.99999997,974.0,975.01000003,910.99999979
65,2017-01-06T11:30:00.0,1332974.47637264,19.08542920952982,912.5051357225001,892.43999996,933.48999993,940.74999998,870.0
66,2017-01-06T13:30:00.0,680692.60123681,10.77188714319741,891.7287500174999,903.33179786,890.00000007,907.89999998,874.148117
67,2017-01-06T15:30:00.0,509204.71752577997,11.928931635675793,902.90216144,914.01000287,900.10000005,919.98291433,880.39694749
68,2017-01-06T17:30:00.0,293811.58383569005,5.950435010802336,910.033928065,910.10000107,915.0,923.00000023,900.0
69,2017-01-06T19:30:00.0,433853.18909544003,4.5092502732348505,894.322087435,890.99999795,912.68029404,913.3,880.92005365
70,2017-01-06T21:30:00.0,328958.23153921997,9.36330013368584,890.450030175,895.071704,886.8860016,903.75895,875.2
71,2017-01-06T23:30:00.0,220115.00597434002,3.8149841603190238,890.5891474925,896.0,896.99999785,898.0410951,883.0000004
72,2017-01-07T01:30:00.0,257337.40385662997,14.727771866222133,886.4345493525001,865.27842296,896.0,898.96838814,856.201
73,2017-01-07T03:30:00.0,938345.74471356,7.389318483392202,842.5345885875,837.76000239,865.27842298,866.0000001,825.0
74,2017-01-07T05:30:00.0,358070.99633476004,6.704123806886382,837.8202972299999,830.2670016,837.40000239,852.0,820.0
75,2017-01-07T07:30:00.0,242563.80728699,3.4658211462041306,834.0505867375,838.1,831.99999999,841.99999899,828.0
76,2017-01-07T09:30:00.0,621958.71127995,29.319430748600457,841.286475045,889.99899915,838.41599726,889.99899915,818.45971802
77,2017-01-07T11:30:00.0,305904.86179908,3.249263943068608,881.60505427,878.86999998,890.0,894.76127981,874.19591181
78,2017-01-07T13:30:00.0,391555.10138196,9.810072444756342,880.3808036099999,875.56100158,877.76263342,898.58599994,860.0
79,2017-01-07T15:30:00.0,400154.01164161996,5.0985969740867745,886.951850125,891.0,875.56100169,898.0,871.42100001
80,2017-01-07T17:30:00.0,355185.87670155,3.353562700888623,904.7657712950001,903.00000091,891.0,910.8275191,890.95402091
81,2017-01-07T19:30:00.0,248427.11023016,4.816095779850778,894.221959335,888.99999999,904.99999938,907.99999702,878.0
82,2017-01-07T21:30:00.0,202008.49364441,1.3258858056907736,888.854913335,889.70129829,888.99999999,896.44,884.0
83,2017-01-07T23:30:00.0,124565.93119908,4.399083983520471,900.3459219875,907.19047915,889.70129829,907.99989999,889.70129829
84,2017-01-08T01:30:00.0,97199.83521365999,3.154330068481564,901.71487616,901.70823398,907.0,907.25,895.52637828
85,2017-01-08T03:30:00.0,266261.80913736,7.94654538644536,913.8370899575,921.99999981,901.70823398,922.0,897.85000315
86,2017-01-08T05:30:00.0,494801.75530843,4.716991114930649,928.7471539549999,934.99999999,921.99999982,939.65955395,917.91194132
87,2017-01-08T07:30:00.0,128613.48751072,2.9150947150012603,933.7965050875,931.99999847,933.87000371,938.0,925.44600001
88,2017-01-08T09:30:00.0,126709.34628461002,2.3482956467649587,933.15234511,936.89999857,931.99999892,938.0,927.3
89,2017-01-08T11:30:00.0,321046.96751673997,10.511313379324635,928.6530032525,912.0,936.8999977,936.99999581,910.000001
90,2017-01-08T13:30:00.0,204971.11338961998,5.4224067928673305,919.93223593,919.00000002,913.99999985,928.965,912.00000083
91,2017-01-08T15:30:00.0,360767.83907127,9.806403959560052,916.2000145575,913.15999863,920.99999128,928.59999988,898.00000138
92,2017-01-08T17:30:00.0,239815.87398451,8.269956556054415,904.9388717775,915.00000001,912.75,918.22864384,891.1
93,2017-01-08T19:30:00.0,187890.66143327003,5.183649333118061,908.6943366200001,907.94999997,917.50563069,918.22864384,897.00000005
94,2017-01-08T21:30:00.0,164433.64692271,2.2958530152331966,914.00740395,911.47999852,907.94999999,919.0,906.0000001
95,2017-01-08T23:30:00.0,119833.24229480998,3.3184391790973393,912.565315465,916.0,911.0,917.99989971,901.69999598
96,2017-01-09T01:30:00.0,514095.94760711,11.462812673637458,897.2296057425,881.99999955,916.41832969,916.41833046,880.0
97,2017-01-09T03:30:00.0,55356.173922660004,2.2201114721555446,891.147045155,890.0,883.19491365,895.10000005,883.19491365
98,2017-01-09T05:30:00.0,166239.17738385,5.431468962907427,891.9128503875,895.99999997,893.85999803,898.67291085,883.01000001
99,2017-01-09T07:30:00.0,60488.28032215,3.194723508946206,895.2152273525,889.99999999,895.99999994,898.0,889.97999999
100,2017-01-09T09:30:00.0,119155.70806515,3.0055686555165937,887.3478274825,886.79,889.66063704,892.87464475,882.52000001
101,2017-01-09T11:30:00.0,116331.54827109,5.875630496488529,900.99781166,906.0,886.5,911.0,886.5
102,2017-01-09T13:30:00.0,109196.06435825,2.2368003273215344,907.5464686124999,905.98999697,906.00999964,911.0,903.02000507
103,2017-01-09T15:30:00.0,32831.31730297,1.5357052377674794,903.6745205725,901.05458313,904.92000507,905.9899945,900.52000008
104,2017-01-09T17:30:00.0,122419.09870804999,3.32498762765192,896.5924544000001,897.3206348,902.0,905.08458416,890.08999205
105,2017-01-09T19:30:00.0,86327.86471513,1.2120861759320891,893.8097803375,894.0000014,895.0000091,897.20834255,890.47278299
106,2017-01-09T21:30:00.0,70737.24377293,1.2218176118679178,898.52052142,897.5400111,894.7,902.94999996,894.00000141
107,2017-01-09T23:30:00.0,108148.09376132,3.9686374730510803,902.245622865,902.0,901.49999891,907.98888878,895.27687875
108,2017-01-10T01:30:00.0,114932.5588927,3.104541844444568,909.4497905874999,911.0,903.00000001,915.83230945,902.00003575
109,2017-01-10T03:30:00.0,15278.62331275,1.5522647117023576,910.3683837275,908.86999948,911.7,913.99999999,903.88000001
110,2017-01-10T05:30:00.0,47930.6313527,2.145666352630639,904.039562,900.0,908.86999944,908.86999944,898.0
111,2017-01-10T07:30:00.0,69410.03767637999,2.0846108203773004,903.559875425,903.15195191,900.0,906.9,900.0
112,2017-01-10T09:30:00.0,72027.39058235999,2.112478135856453,908.7905117425,911.51000047,905.00000026,914.3,903.15194953
113,2017-01-10T11:30:00.0,203091.59079947,2.810129307205833,910.18921054,906.81743258,911.51000133,915.0,901.18
114,2017-01-10T13:30:00.0,71206.91614249001,2.1521964431621723,908.4113837025001,909.29999981,906.81743258,912.65999999,904.3
115,2017-01-10T15:30:00.0,29688.02773689,2.0224670024701044,906.1152633274999,905.75000482,909.29999959,910.69999,902.00500001
116,2017-01-10T17:30:00.0,42323.554314420006,1.514799109337536,906.313632735,905.99899997,906.03568146,907.99999977,904.10000001
117,2017-01-10T19:30:00.0,21456.20725978,0.594895299943449,906.239830215,906.15000002,904.81000001,907.40798311,904.08
118,2017-01-10T21:30:00.0,56059.40639094,2.3430609050443927,908.7774612549999,912.09999667,906.5,912.21672002,905.5
119,2017-01-10T23:30:00.0,40507.632983790005,2.4788604263536764,910.1698796075,907.1,912.07834632,912.07834632,907.1
120,2017-01-11T01:30:00.0,54863.94296355,1.4142146842448235e-08,909.94642457,910.00000001,907.92945179,910.83433919,907.10000001
121,2017-01-11T03:30:00.0,73945.38523539,0.8489043382170292,911.9360400925,914.0,910.83433794,914.33340002,910.0
122,2017-01-11T05:30:00.0,330158.69885508,5.469083467081864,919.4207103825,921.0000088,914.16670001,927.82810365,914.0
123,2017-01-11T07:30:00.0,103869.36841449999,2.891701308708108,921.29984582,919.17999343,921.00001191,924.9999,918.0
124,2017-01-11T09:30:00.0,881079.07575647,29.049265292244062,897.459504175,867.4827916,918.00000004,919.22997286,846.0
125,2017-01-11T11:30:00.0,684019.78360018,20.6887310849291,855.3196874025,844.0,867.48279159,878.0,831.1
126,2017-01-11T13:30:00.0,1735709.49506154,6.284658981977744,814.7224611250001,816.00000011,844.0,844.00000202,790.320679
127,2017-01-11T15:30:00.0,450396.51186555,4.248011971105482,805.32404761,799.89999927,814.99,818.72837499,798.0
128,2017-01-11T17:30:00.0,1020781.67185031,21.615885478560052,788.1426796750001,767.00000001,799.0,817.99999978,751.0
129,2017-01-11T19:30:00.0,548568.61365978,8.337258276772909,782.9506876475,794.99999999,769.0,813.99999994,765.0
130,2017-01-11T21:30:00.0,460694.58663637,5.463833134911358,788.340883985,784.72748462,793.81586619,805.00000001,775.03841069
131,2017-01-11T23:30:00.0,178454.19766987,3.6426630994891234,787.2754038974999,781.81160101,782.58437616,795.34975779,780.0
132,2017-01-12T01:30:00.0,580240.9434604,1.8319958833636902,766.2930191675,771.39246813,781.85160104,784.99999999,754.999992
133,2017-01-12T03:30:00.0,179697.68438313,5.260673788890739,774.0497829400001,779.87033055,768.95459637,785.398,765.16200038
134,2017-01-12T05:30:00.0,138626.96450597,3.510341027590204,770.2395099600001,768.99999916,779.87033018,779.87033019,765.00001001
135,2017-01-12T07:30:00.0,187648.55145159998,5.377422486658167,765.7715690475,757.00000001,768.99999916,773.97999752,752.0102
136,2017-01-12T09:30:00.0,101211.72068643,3.956309131041831,763.821084295,763.84965373,756.77000007,772.0759613,756.36590849
137,2017-01-12T11:30:00.0,226846.51587169,7.6593046647460525,769.9010505875,768.49999926,760.9545389,782.49899998,760.9545389
138,2017-01-12T13:30:00.0,121896.21870598,1.9024883925559517,773.3538758175,777.00000002,768.49999892,780.70000001,766.80000272
139,2017-01-12T15:30:00.0,409547.43063069996,10.370192163805376,786.6046716024999,797.49999951,777.8353803,802.86012262,777.8353803
140,2017-01-12T17:30:00.0,284956.7176878,2.6738024806016742,805.055085095,807.76369577,797.00000001,813.99,796.00000002
141,2017-01-12T19:30:00.0,143953.18673800002,6.623338409614142,809.8940691675,819.00000001,807.20636957,819.999,803.44861063
142,2017-01-12T21:30:00.0,285596.27040303,4.921838793983761,822.2794604625,826.99999997,819.99,832.09999999,814.50349551
143,2017-01-12T23:30:00.0,417727.14592484996,9.540074574566823,814.5285288625,803.6952791,826.99999922,832.87989967,798.12111111
144,2017-01-13T01:30:00.0,61521.059800079995,2.0313624696862185,808.7303457475,807.99999999,805.00000361,814.1319989,802.58703917
145,2017-01-13T03:30:00.0,184341.74459164002,12.126410945501146,803.6653375125001,788.00000001,808.0,812.01899497,788.0
146,2017-01-13T05:30:00.0,230853.73118765,2.8099327267075647,784.138506055,784.00000004,788.00000001,789.39999854,780.0
147,2017-01-13T07:30:00.0,116837.0774293,5.01212933300215,785.0126882125,780.68833696,785.0,793.16660999,776.02899497
148,2017-01-13T09:30:00.0,176357.86766967998,6.889246664636344,793.0131708624999,803.0,780.68833696,805.8585361,780.10000215
149,2017-01-13T11:30:00.0,100971.19689276,2.220462010763389,798.8516393725,800.57700018,801.59723148,804.98999993,791.69674587
150,2017-01-13T13:30:00.0,125311.08616105,5.436685167511152,798.6252485725,805.99943569,802.52014563,805.99943569,792.00000028
151,2017-01-13T15:30:00.0,189897.09975897,7.887092923075337,812.1129874400001,816.30948948,805.00000033,821.85048198,801.63603586
152,2017-01-13T17:30:00.0,410256.81707352,3.633157603328121,823.5795024975,823.35861316,817.0,830.59290797,815.00000013
153,2017-01-13T19:30:00.0,145001.75311534002,1.603830597350092,822.6448623425,821.3749542,824.0,828.6,817.09013543
154,2017-01-13T21:30:00.0,206701.26416749,4.694950672736449,822.795616665,829.0,821.3749542,829.99888,817.0
155,2017-01-13T23:30:00.0,61663.412914190005,0.4183409519437175,825.4729755275,826.0,826.00200001,830.0,821.0
156,2017-01-14T01:30:00.0,143603.52266838,2.6466512319044173,831.5506531200001,836.04000001,827.0,836.04000001,824.32452386
157,2017-01-14T03:30:00.0,117061.56846179,7.79581739861123,826.9785581424999,818.1879795,836.03999996,836.04000001,816.17353591
158,2017-01-14T05:30:00.0,19245.12097458,1.2283976432829482,822.027897795,822.99999999,818.18797951,824.89999983,816.7
159,2017-01-14T07:30:00.0,33948.89721419,1.477354446227912,823.0730434575,825.105,821.37516097,827.50199999,821.37516096
160,2017-01-14T09:30:00.0,43937.65194275,2.198296244100277,827.1830743200001,827.50000026,825.105,831.00000001,822.45373698
161,2017-01-14T11:30:00.0,55312.97243095,2.465187669687912,830.60256388,834.69989999,827.00000001,834.6999,826.32
162,2017-01-14T13:30:00.0,121184.87434837001,6.898669128577525,832.22512406,821.1048368,833.67,836.0,821.1048368
163,2017-01-14T15:30:00.0,115273.98994586,3.037588449115271,825.6529271725001,830.1,822.0,832.68979574,820.14
164,2017-01-14T17:30:00.0,35713.08225916,0.9304443553104265,827.9334907924999,827.99999999,830.96749484,832.49999999,823.33
165,2017-01-14T19:30:00.0,23741.46791367,2.1280434778446247,827.8679887625001,825.0,827.99999999,829.99999999,824.4
166,2017-01-14T21:30:00.0,274848.47625015,3.7926457671694958,821.9515713475,816.8135096,825.0,830.19,805.01
167,2017-01-14T23:30:00.0,127119.58776305002,3.8929315224716152,813.0122950150001,817.47703098,816.81350996,819.121212,801.97500223
168,2017-01-15T01:30:00.0,51388.756483419995,1.0720229496297622,820.881230255,819.00116132,817.47703099,822.7029242,815.57384549
169,2017-01-15T03:30:00.0,48517.47935723,1.1832260094484426,816.7772384725,816.0,819.00116132,820.99999999,812.57281779
170,2017-01-15T05:30:00.0,33709.17789521,2.015641718738276,816.30858391,812.85285172,816.0,817.99999999,812.85285172
171,2017-01-15T07:30:00.0,108062.07059932,2.565331413287773,810.8230818049999,808.69593493,814.11480305,815.4088766,805.0
172,2017-01-15T09:30:00.0,85545.600211,2.777290505452101,813.09294977,818.97952499,807.1460251,823.08237983,805.23447585
173,2017-01-15T11:30:00.0,29300.86820215,0.8307415721627545,819.76734433,819.9908239,821.15529059,821.15529059,817.23198188
174,2017-01-15T13:30:00.0,73731.87644593,1.2353530893539795,820.4975032825,819.01000033,819.99999799,823.498,817.000005
175,2017-01-15T15:30:00.0,44788.83853426,2.8834628639595485,813.8970544225001,813.97999594,820.00000243,820.49999358,809.66
176,2017-01-15T17:30:00.0,69324.51637098,3.33608575815831,813.5270465575,812.71282318,813.97999594,817.73093664,809.65999994
177,2017-01-15T19:30:00.0,73742.36808447,1.7492748817223265,810.498810555,809.44000065,812.87999999,813.69999808,806.65297109
178,2017-01-15T21:30:00.0,54526.41675371,1.9223956836002303,811.5811110625,814.88837798,809.45000065,816.1,807.44000067
179,2017-01-15T23:30:00.0,59742.19504949,3.8779280315809372,815.69029314,818.7012449,814.88837798,821.7200101,810.95800001
180,2017-01-16T01:30:00.0,106344.77226226,5.089240610900466,820.2717839124999,829.0,818.762,829.0,817.54469374
181,2017-01-16T03:30:00.0,90685.40756950999,1.6434873609281662,828.97457472,829.0,828.06141968,834.15680536,824.29264586
182,2017-01-16T05:30:00.0,12940.566250389998,0.7898797991053262,826.3624975475001,826.0,829.0,829.0,823.77539026
183,2017-01-16T07:30:00.0,48486.26119425,0.48217813259024145,827.7006579575,828.99,825.72342244,830.0,825.31200001
184,2017-01-16T09:30:00.0,32201.756009120003,2.3262393259848237,827.7322075775,830.9,828.621,830.9,825.3
185,2017-01-16T11:30:00.0,85308.71465059,6.67377688798637,824.1315816575,818.445,830.9,830.9,816.0
186,2017-01-16T13:30:00.0,35744.16306972,1.6110859991669346,822.5696525425,825.20731926,818.445,827.0,817.56765385
187,2017-01-16T15:30:00.0,25730.31075718,2.612982713769737,825.1818716925,828.93821481,824.53858028,828.93821481,822.86678792
188,2017-01-16T17:30:00.0,36217.346489530006,0.44999998833331284,827.9869570275,827.00000002,828.91413358,830.00000001,826.2487981
189,2017-01-16T19:30:00.0,76580.60357742,1.679336719595284,827.63761861,830.89999918,827.99899351,832.8914193,824.08002305
190,2017-01-16T21:30:00.0,28156.35219358,0.8735143130241045,828.2222070925,827.16995457,830.7331087,830.89999778,826.0
191,2017-01-16T23:30:00.0,65395.96127877,1.322860033650088,828.56570847,829.00000001,827.0339759,834.0,826.11
192,2017-01-17T01:30:00.0,24385.32100927,1.2450075023878888,829.7825174375,831.00000205,829.00000001,831.99999999,827.75970935
193,2017-01-17T03:30:00.0,138270.32613875,6.129838730439073,835.613244875,843.51540827,831.8,843.51540827,831.0
194,2017-01-17T05:30:00.0,141980.78675868,1.0376254239046878,854.83789982,858.00000001,843.52062606,858.80000004,843.41
195,2017-01-17T07:30:00.0,364826.77170701,9.947934404747366,867.131529995,880.000005,858.00000001,888.99999999,855.5
196,2017-01-17T09:30:00.0,420765.26827274996,4.986314623479124,882.5608961025,878.19113494,880.000005,893.49999999,875.4
197,2017-01-17T11:30:00.0,163656.98235064,5.167660891266039,882.1978323625,874.0,879.0,889.55,870.4
198,2017-01-17T13:30:00.0,294378.26891477004,2.866221352294669,878.3596692450001,879.99999999,871.99000086,883.9,867.08
199,2017-01-17T15:30:00.0,128503.36832457999,1.9863432001713055,881.1942240174999,879.16999925,877.80000466,884.98999999,875.01110001
200,2017-01-17T17:30:00.0,282175.83353145,8.982264529681819,887.087897625,899.99999999,879.16999821,901.0,875.91597447
201,2017-01-17T19:30:00.0,358824.19378102,3.809934474303004,899.0947438000001,905.31111,899.2,907.0,890.8120895
202,2017-01-17T21:30:00.0,159101.98543399002,3.274910359693075,898.65502093,898.02111,905.96594059,908.53017772,891.11000001
203,2017-01-17T23:30:00.0,202514.18747456,1.92365946271823,904.6025064,902.70000066,897.96907708,908.30000002,896.5998
204,2017-01-18T01:30:00.0,314904.88685826,10.002201660175464,905.4463004075,889.725544,902.27579339,912.0,885.99999999
205,2017-01-18T03:30:00.0,149493.37516772,1.7172629148031968,888.60183821,888.85,889.72554315,893.49424601,880.0
206,2017-01-18T05:30:00.0,96926.35182426,3.4274988569849807,897.0978412975,898.67094062,888.78001101,900.80521098,888.780011
207,2017-01-18T07:30:00.0,73147.83740086001,2.362910216910957,895.8154906175,893.0,898.67094061,898.67094061,890.16642296
208,2017-01-18T09:30:00.0,134573.47119466,3.3912874598004796,888.6016402399999,890.95000003,894.49999903,894.49999903,881.1415926
209,2017-01-18T11:30:00.0,77057.27532747999,1.5404189101588013,895.454591295,898.16478901,890.95000003,900.49125578,890.31685033
210,2017-01-18T13:30:00.0,457215.9213942,16.69061119310797,884.814763665,867.00000014,898.16478901,900.0,855.14564564
211,2017-01-18T15:30:00.0,294589.89935282,7.525512032723517,863.5303994200001,872.59999965,867.00000013,876.9487,850.0
212,2017-01-18T17:30:00.0,150299.14324675,2.258769280480432,871.540024555,873.09822882,872.59999909,876.9487,862.02
213,2017-01-18T19:30:00.0,57655.860699729994,1.2771027061612386,871.152182585,870.22299773,871.00000728,876.4000175,867.0
214,2017-01-18T21:30:00.0,85063.7619361,3.015507135763479,871.161795505,873.5,870.22299829,875.0,864.0
215,2017-01-18T23:30:00.0,68935.56534515001,5.869508439793442,876.32040072,886.20000033,874.0,889.00000041,873.00000001
216,2017-01-19T01:30:00.0,174547.28267295,3.7036369132332574,893.8711515525,887.89999999,886.20000054,899.98,886.20000046
217,2017-01-19T03:30:00.0,87710.55517847001,3.2774568768195205,890.0051626025,894.269,887.9,896.0,883.3
218,2017-01-19T05:30:00.0,36783.61482911,1.7660318228351228,891.0271661649999,889.88899988,894.26899999,894.26899999,888.6
219,2017-01-19T07:30:00.0,66589.37286312,1.3069325511742556,888.8707710425,889.4999972,889.88899988,891.0,886.24991111
220,2017-01-19T09:30:00.0,134089.33190627,1.069309707768921,893.9128649849999,894.49949918,889.49998985,897.12000001,887.10000629
221,2017-01-19T11:30:00.0,73078.60075819,1.8716798173140348,888.93844823,887.0,893.00000001,894.74999902,885.00000141
222,2017-01-19T13:30:00.0,74491.08682825,1.2606267593742508,889.4150773174999,889.0,886.38000069,894.2,886.38000069
223,2017-01-19T15:30:00.0,56052.81481514,1.2625638750764845,892.1561662825,892.04883208,888.00003016,894.0,886.38000001
